stt,bai,chu_de,url,teil,teil_desc
14,2.14,"Rund ums Auto – Mobilität, Reparatur und Versicherung",https://deutsch-vorbereitung.com/en/uebung-13361.html,2,Teil 2 – Anzeigen
15,2.15,"Arbeiten nebenbei – Stellen für Frühaufsteher, Fahrer und Gastronomie",https://deutsch-vorbereitung.com/en/uebung-13360.html,2,Teil 2 – Anzeigen
16,2.16,Beruf und Weiterbildung,https://deutsch-vorbereitung.com/en/uebung-13359.html,2,Teil 2 – Anzeigen
17,2.17,Gesundheit und Beratung,https://deutsch-vorbereitung.com/en/uebung-13358.html,2,Teil 2 – Anzeigen
18,2.18,"Wohnen, Umzug und Möbel",https://deutsch-vorbereitung.com/en/uebung-13357.html,2,Teil 2 – Anzeigen
19,2.19,"Ausbildung, Wohnungssuche und Beruf",https://deutsch-vorbereitung.com/en/uebung-13356.html,2,Teil 2 – Anzeigen
20,2.20,"Freizeit, Gesundheit und Dienstleistungen",https://deutsch-vorbereitung.com/en/uebung-13355.html,2,Teil 2 – Anzeigen
21,2.21,"Kurse, Gesundheit und Dienstleistungen",https://deutsch-vorbereitung.com/en/uebung-13354.html,2,Teil 2 – Anzeigen
22,2.22,"Möbel kaufen, verkaufen und arbeiten",https://deutsch-vorbereitung.com/en/uebung-13353.html,2,Teil 2 – Anzeigen
23,2.23,"Familie, Job und Freizeit",https://deutsch-vorbereitung.com/en/uebung-13352.html,2,Teil 2 – Anzeigen
24,2.24,"Sprachen, Bildung und Weiterbildung",https://deutsch-vorbereitung.com/en/uebung-13351.html,2,Teil 2 – Anzeigen
25,2.25,"Jobs, Minijobs und Ausbildung",https://deutsch-vorbereitung.com/en/uebung-13350.html,2,Teil 2 – Anzeigen
26,2.26,Ausbildung und Schulung,https://deutsch-vorbereitung.com/en/uebung-13349.html,2,Teil 2 – Anzeigen
27,2.27,Beruf & Weiterbildung,https://deutsch-vorbereitung.com/en/uebung-13348.html,2,Teil 2 – Anzeigen
28,2.28,Schulprobleme – Unterstützung finden,https://deutsch-vorbereitung.com/en/uebung-13347.html,2,Teil 2 – Anzeigen
29,2.29,Alltagssituationen und passende Angebote,https://deutsch-vorbereitung.com/en/uebung-13346.html,2,Teil 2 – Anzeigen
30,2.30,Digitale Gesundheitsangebote,https://deutsch-vorbereitung.com/en/uebung-13074.html,2,Teil 2 – Anzeigen
1,3.1,Öffentlicher Verkehr ohne Fahrer?,https://deutsch-vorbereitung.com/en/uebung-13185.html,3,Teil 3 – Kurze Texte/Mitteilungen
2,3.2,Neue Busverbindungen in Stuttgart,https://deutsch-vorbereitung.com/en/uebung-13459.html,3,Teil 3 – Kurze Texte/Mitteilungen
3,3.3,Neues Angebot Ihrer Krankenkasse,https://deutsch-vorbereitung.com/en/uebung-13458.html,3,Teil 3 – Kurze Texte/Mitteilungen
4,3.4,Ein neuer Weg zum Berufsabschluss,https://deutsch-vorbereitung.com/en/uebung-13457.html,3,Teil 3 – Kurze Texte/Mitteilungen
5,3.5,Austauschprogramm – Information für Eltern,https://deutsch-vorbereitung.com/en/uebung-13184.html,3,Teil 3 – Kurze Texte/Mitteilungen
6,3.6,Absage per E-Mail – Vortrag am 22. April,https://deutsch-vorbereitung.com/en/uebung-13183.html,3,Teil 3 – Kurze Texte/Mitteilungen
7,3.7,Information der Stadtverwaltung – Mehr Betreuungsplätze in Sicht,https://deutsch-vorbereitung.com/en/uebung-13182.html,3,Teil 3 – Kurze Texte/Mitteilungen
8,3.8,Frühlingsbasar an der Gesamtschule Bergfeld – Elterninformation,https://deutsch-vorbereitung.com/en/uebung-13181.html,3,Teil 3 – Kurze Texte/Mitteilungen
9,3.9,Wartung der Wasserleitungen – Mitteilung der Hausverwaltung,https://deutsch-vorbereitung.com/en/uebung-13180.html,3,Teil 3 – Kurze Texte/Mitteilungen
10,3.10,Neuer Entsorgungskalender – Abfallwirtschaft der Stadt Nordfurt,https://deutsch-vorbereitung.com/en/uebung-13179.html,3,Teil 3 – Kurze Texte/Mitteilungen
11,3.11,"Vorteile für junge Kunden – Das „Start+""-Konto der CityBank",https://deutsch-vorbereitung.com/en/uebung-13178.html,3,Teil 3 – Kurze Texte/Mitteilungen
12,3.12,Neues Handy-Konzept an der Oberschule Grüntal,https://deutsch-vorbereitung.com/en/uebung-13177.html,3,Teil 3 – Kurze Texte/Mitteilungen
13,3.13,Nachhaltig leben – Mitmachen und profitieren!,https://deutsch-vorbereitung.com/en/uebung-13176.html,3,Teil 3 – Kurze Texte/Mitteilungen
14,3.14,Begleitetes Fahren ab 17 – Informationen für Fahranfänger,https://deutsch-vorbereitung.com/en/uebung-13175.html,3,Teil 3 – Kurze Texte/Mitteilungen
15,3.15,Sprachförderung mit Theater – Projekt an einer Realschule,https://deutsch-vorbereitung.com/en/uebung-13174.html,3,Teil 3 – Kurze Texte/Mitteilungen
16,3.16,Information der Hausverwaltung – Neue Leitung für Telefon & Internet,https://deutsch-vorbereitung.com/en/uebung-13173.html,3,Teil 3 – Kurze Texte/Mitteilungen
17,3.17,Einladung zum Sommerfest der Bildungseinrichtung – Mitmachaktion,https://deutsch-vorbereitung.com/en/uebung-13172.html,3,Teil 3 – Kurze Texte/Mitteilungen
18,3.18,Mitteilung der Hausverwaltung – Mietanpassung ab Dezember,https://deutsch-vorbereitung.com/en/uebung-13171.html,3,Teil 3 – Kurze Texte/Mitteilungen
19,3.19,Ankündigung am Bahnhof – Baustelleninformation,https://deutsch-vorbereitung.com/en/uebung-13170.html,3,Teil 3 – Kurze Texte/Mitteilungen
20,3.20,Überschrift des Aufgabenblatts,https://deutsch-vorbereitung.com/en/uebung-13169.html,3,Teil 3 – Kurze Texte/Mitteilungen
21,3.21,Warnung der Verbraucherberatung – Abo-Falle per Kurznachricht,https://deutsch-vorbereitung.com/en/uebung-13168.html,3,Teil 3 – Kurze Texte/Mitteilungen
22,3.22,Projektwoche an der Gesamtschule – Planung und Teilnahme,https://deutsch-vorbereitung.com/en/uebung-13167.html,3,Teil 3 – Kurze Texte/Mitteilungen
23,3.23,"Kostenlos testen – Zeitschrift „Horizonte""",https://deutsch-vorbereitung.com/en/uebung-13166.html,3,Teil 3 – Kurze Texte/Mitteilungen
24,3.24,Elterninformation aus der Kita Sonnenstrahl,https://deutsch-vorbereitung.com/en/uebung-13165.html,3,Teil 3 – Kurze Texte/Mitteilungen
25,3.25,Gleicher Lohn für gleiche Leistung?,https://deutsch-vorbereitung.com/en/uebung-13164.html,3,Teil 3 – Kurze Texte/Mitteilungen
26,3.26,Anhörung zu einer Verkehrsordnungswidrigkeit,https://deutsch-vorbereitung.com/en/uebung-13163.html,3,Teil 3 – Kurze Texte/Mitteilungen
27,3.27,Einladung zum Elternabend,https://deutsch-vorbereitung.com/en/uebung-13162.html,3,Teil 3 – Kurze Texte/Mitteilungen
28,3.28,Rückruf der Tomatina-Pastasauce,https://deutsch-vorbereitung.com/en/uebung-13161.html,3,Teil 3 – Kurze Texte/Mitteilungen
29,3.29,Bestätigung der Kita Regenbogen,https://deutsch-vorbereitung.com/en/uebung-13160.html,3,Teil 3 – Kurze Texte/Mitteilungen
30,3.30,Mitteilung der EnerVolt GmbH,https://deutsch-vorbereitung.com/en/uebung-13159.html,3,Teil 3 – Kurze Texte/Mitteilungen
31,3.31,Zusätzliche Ausbildungsplätze – Projekt Startklar 2025,https://deutsch-vorbereitung.com/en/uebung-13158.html,3,Teil 3 – Kurze Texte/Mitteilungen
32,3.32,Integration & Berufsorientierung – Projekt DigiCampus,https://deutsch-vorbereitung.com/en/uebung-13157.html,3,Teil 3 – Kurze Texte/Mitteilungen
33,3.33,Aufruf an alle Eltern – Lernwerkstatt 5-7,https://deutsch-vorbereitung.com/en/uebung-13156.html,3,Teil 3 – Kurze Texte/Mitteilungen
34,3.34,Jahresabrechnung Strom / Gas – Haushalt Riedel,https://deutsch-vorbereitung.com/en/uebung-13155.html,3,Teil 3 – Kurze Texte/Mitteilungen
35,3.35,Mitteilung an alle Mieterinnen und Mieter der Lindenstraße 7,https://deutsch-vorbereitung.com/en/uebung-13154.html,3,Teil 3 – Kurze Texte/Mitteilungen
36,3.36,Aktuelle Information des Rundfunk-Beitragsservice,https://deutsch-vorbereitung.com/en/uebung-13153.html,3,Teil 3 – Kurze Texte/Mitteilungen
37,3.37,Einladung zum Elternabend vor der Klassenfahrt,https://deutsch-vorbereitung.com/en/uebung-13152.html,3,Teil 3 – Kurze Texte/Mitteilungen
38,3.38,Nachricht des Mode-Versands Stilhaus,https://deutsch-vorbereitung.com/en/uebung-13151.html,3,Teil 3 – Kurze Texte/Mitteilungen
39,3.39,Auswirkungen der Erderwärmung,https://deutsch-vorbereitung.com/en/uebung-13150.html,3,Teil 3 – Kurze Texte/Mitteilungen
40,3.40,Interne Mitteilung an alle Beschäftigten,https://deutsch-vorbereitung.com/en/uebung-13149.html,3,Teil 3 – Kurze Texte/Mitteilungen
41,3.41,Haustiere willkommen – aber mit Regeln,https://deutsch-vorbereitung.com/en/uebung-13148.html,3,Teil 3 – Kurze Texte/Mitteilungen
42,3.42,Wetterdienst warnt vor Hitze-Woche,https://deutsch-vorbereitung.com/en/uebung-13147.html,3,Teil 3 – Kurze Texte/Mitteilungen
43,3.43,Angebot nach Kündigung der Haftpflichtversicherung,https://deutsch-vorbereitung.com/en/uebung-13146.html,3,Teil 3 – Kurze Texte/Mitteilungen
44,3.44,Sommerfest & Abschied unserer Schulleiterin,https://deutsch-vorbereitung.com/en/uebung-13145.html,3,Teil 3 – Kurze Texte/Mitteilungen
45,3.45,Baulärm raubt Anwohnern den Schlaf,https://deutsch-vorbereitung.com/en/uebung-13144.html,3,Teil 3 – Kurze Texte/Mitteilungen
46,3.46,Stadt Sonnenfeld: Fahrkartenservice für Haushalte mit wenig Geld,https://deutsch-vorbereitung.com/en/uebung-13143.html,3,Teil 3 – Kurze Texte/Mitteilungen
47,3.47,Start des Leseförder-Projekts Lesefuchs,https://deutsch-vorbereitung.com/en/uebung-13142.html,3,Teil 3 – Kurze Texte/Mitteilungen
48,3.48,Kostenzusage der MediCare-Versicherung,https://deutsch-vorbereitung.com/en/uebung-13141.html,3,Teil 3 – Kurze Texte/Mitteilungen
49,3.49,Mitteilung der Hausverwaltung,https://deutsch-vorbereitung.com/en/uebung-13140.html,3,Teil 3 – Kurze Texte/Mitteilungen
50,3.50,Einladung zum Sommerfest der Kita Regenbogenhaus,https://deutsch-vorbereitung.com/en/uebung-13139.html,3,Teil 3 – Kurze Texte/Mitteilungen
51,3.51,Unterstützung für Neubürger,https://deutsch-vorbereitung.com/en/uebung-13138.html,3,Teil 3 – Kurze Texte/Mitteilungen
52,3.52,Benachrichtigung der Firma FibraConnect GmbH,https://deutsch-vorbereitung.com/en/uebung-13137.html,3,Teil 3 – Kurze Texte/Mitteilungen
53,3.53,Brief der Schulleitung,https://deutsch-vorbereitung.com/en/uebung-13136.html,3,Teil 3 – Kurze Texte/Mitteilungen
54,3.54,Neuer Online-Coach für AVA-Versicherte,https://deutsch-vorbereitung.com/en/uebung-13135.html,3,Teil 3 – Kurze Texte/Mitteilungen
55,3.55,Fit bleiben durch mehr Bewegung,https://deutsch-vorbereitung.com/en/uebung-13134.html,3,Teil 3 – Kurze Texte/Mitteilungen
56,3.56,Zahlungserinnerung,https://deutsch-vorbereitung.com/en/uebung-13133.html,3,Teil 3 – Kurze Texte/Mitteilungen
57,3.57,Einladung zur Mitgliederversammlung,https://deutsch-vorbereitung.com/en/uebung-13132.html,3,Teil 3 – Kurze Texte/Mitteilungen
58,3.58,Aushang im Hausflur,https://deutsch-vorbereitung.com/en/uebung-13131.html,3,Teil 3 – Kurze Texte/Mitteilungen
59,3.59,Einladung zum Schul-Fest,https://deutsch-vorbereitung.com/en/uebung-13130.html,3,Teil 3 – Kurze Texte/Mitteilungen
60,3.60,Chancen bei der Polizei,https://deutsch-vorbereitung.com/en/uebung-13129.html,3,Teil 3 – Kurze Texte/Mitteilungen
61,3.61,Berufsbezogener Deutschkurs für Migranten,https://deutsch-vorbereitung.com/en/uebung-13072.html,3,Teil 3 – Kurze Texte/Mitteilungen
62,3.62,Wartung der Gastherme,https://deutsch-vorbereitung.com/en/uebung-13071.html,3,Teil 3 – Kurze Texte/Mitteilungen
63,3.63,Flohmarkt in der Grundschule,https://deutsch-vorbereitung.com/en/uebung-13070.html,3,Teil 3 – Kurze Texte/Mitteilungen
1,4.1,Vorbereitung mit BO – Ihr Online-Trainer für Deutschprüfungen,https://deutsch-vorbereitung.com/en/uebung-13209.html,4,Teil 4 – Längere Texte/Regelwerke
2,4.2,Informationen zur Stadtbibliothek,https://deutsch-vorbereitung.com/en/uebung-13222.html,4,Teil 4 – Längere Texte/Regelwerke
3,4.3,CityBike Flex,https://deutsch-vorbereitung.com/en/uebung-13213.html,4,Teil 4 – Längere Texte/Regelwerke
4,4.4,Gesunde Ernährung bei der Arbeit,https://deutsch-vorbereitung.com/en/uebung-13212.html,4,Teil 4 – Längere Texte/Regelwerke
5,4.5,Bedienungsanleitung – SmartCall Z1,https://deutsch-vorbereitung.com/en/uebung-13211.html,4,Teil 4 – Längere Texte/Regelwerke
6,4.6,Allgemeine Versandbedingungen (AVB) der MediaBox GmbH,https://deutsch-vorbereitung.com/en/uebung-13210.html,4,Teil 4 – Längere Texte/Regelwerke
7,4.7,InfoHub-Region,https://deutsch-vorbereitung.com/en/uebung-13208.html,4,Teil 4 – Längere Texte/Regelwerke
8,4.8,Beruhigungstabletten mit Baldrian,https://deutsch-vorbereitung.com/en/uebung-13207.html,4,Teil 4 – Längere Texte/Regelwerke
9,4.9,Grippalix forte,https://deutsch-vorbereitung.com/en/uebung-13206.html,4,Teil 4 – Längere Texte/Regelwerke
10,4.10,Vertragsinfo – Stromlieferung mit Teilzahlung,https://deutsch-vorbereitung.com/en/uebung-13205.html,4,Teil 4 – Längere Texte/Regelwerke
11,4.11,Patienteninformation – Flexible Zahnarztrechnung in Raten,https://deutsch-vorbereitung.com/en/uebung-13204.html,4,Teil 4 – Längere Texte/Regelwerke
12,4.12,Gebrauchsanleitung – Kaffeemaschine Modell AromaPlus,https://deutsch-vorbereitung.com/en/uebung-13203.html,4,Teil 4 – Längere Texte/Regelwerke
13,4.13,Gebrauchsinformation – SomnoCalm 25 mg Schlaftabletten,https://deutsch-vorbereitung.com/en/uebung-13202.html,4,Teil 4 – Längere Texte/Regelwerke
14,4.14,Gebrauchsinformation – INFUkid 4% Schmerz- und Fiebersaft,https://deutsch-vorbereitung.com/en/uebung-13201.html,4,Teil 4 – Längere Texte/Regelwerke
15,4.15,Regeln für die Aufnahme in die Kita Regenbogen,https://deutsch-vorbereitung.com/en/uebung-13200.html,4,Teil 4 – Längere Texte/Regelwerke
16,4.16,Teilnahmebedingungen des Bildungszentrums Stadtblick,https://deutsch-vorbereitung.com/en/uebung-13199.html,4,Teil 4 – Längere Texte/Regelwerke
17,4.17,Telefon & Banking – Schnell erklärt,https://deutsch-vorbereitung.com/en/uebung-13198.html,4,Teil 4 – Längere Texte/Regelwerke
18,4.18,Regeln für das Ferienlager Sonnental,https://deutsch-vorbereitung.com/en/uebung-13197.html,4,Teil 4 – Längere Texte/Regelwerke
19,4.19,Mobilvertrag beenden,https://deutsch-vorbereitung.com/en/uebung-13196.html,4,Teil 4 – Längere Texte/Regelwerke
20,4.20,Hausordnung im Tierpark Schönwald,https://deutsch-vorbereitung.com/en/uebung-13195.html,4,Teil 4 – Längere Texte/Regelwerke
21,4.21,EnergyGo Drink 250 ml,https://deutsch-vorbereitung.com/en/uebung-13194.html,4,Teil 4 – Längere Texte/Regelwerke
22,4.22,Packungsbeilage Dolmedin forte 325 mg,https://deutsch-vorbereitung.com/en/uebung-13193.html,4,Teil 4 – Längere Texte/Regelwerke
23,4.23,Telefonservice SmartBox 3000,https://deutsch-vorbereitung.com/en/uebung-13192.html,4,Teil 4 – Längere Texte/Regelwerke
24,4.24,Medikament Schmerzfrei Komplex 350 mg,https://deutsch-vorbereitung.com/en/uebung-13191.html,4,Teil 4 – Längere Texte/Regelwerke
25,4.25,Benutzerhinweise für den E-Book-Reader ReadMate 2,https://deutsch-vorbereitung.com/en/uebung-13190.html,4,Teil 4 – Längere Texte/Regelwerke
26,4.26,Online-Einkauf beim Lieferservice FrischDirekt,https://deutsch-vorbereitung.com/en/uebung-13189.html,4,Teil 4 – Längere Texte/Regelwerke
27,4.27,Allgemeine Liefer- und Rückgabebedingungen bei Kaufpunkt24,https://deutsch-vorbereitung.com/en/uebung-13188.html,4,Teil 4 – Längere Texte/Regelwerke
28,4.28,Schuljahr im Ausland – mit GOinternational,https://deutsch-vorbereitung.com/en/uebung-13187.html,4,Teil 4 – Längere Texte/Regelwerke
29,4.29,Ausbildung bei der BioKauf-Gruppe,https://deutsch-vorbereitung.com/en/uebung-13186.html,4,Teil 4 – Längere Texte/Regelwerke
30,4.30,Benutzungsordnung der Stadtbibliothek,https://deutsch-vorbereitung.com/en/uebung-13069.html,4,Teil 4 – Längere Texte/Regelwerke
31,4.31,Sprachforum Lindenhof,https://deutsch-vorbereitung.com/en/uebung-13068.html,4,Teil 4 – Längere Texte/Regelwerke
1,5.1,Deutschlandticket,https://deutsch-vorbereitung.com/en/uebung-13057.html,5,Teil 5 – Formelle Briefe/E-Mails
2,5.2,Unterlagen,https://deutsch-vorbereitung.com/en/uebung-13053.html,5,Teil 5 – Formelle Briefe/E-Mails
3,5.3,Antrag auf einen Kindergartenplatz,https://deutsch-vorbereitung.com/en/uebung-13246.html,5,Teil 5 – Formelle Briefe/E-Mails
4,5.4,Reklamation – Kauf eines MP3-Players,https://deutsch-vorbereitung.com/en/uebung-13245.html,5,Teil 5 – Formelle Briefe/E-Mails
5,5.5,Bitte um Informationsmaterial,https://deutsch-vorbereitung.com/en/uebung-13243.html,5,Teil 5 – Formelle Briefe/E-Mails
6,5.6,Wohnungsanfrage,https://deutsch-vorbereitung.com/en/uebung-13241.html,5,Teil 5 – Formelle Briefe/E-Mails
7,5.7,Vertragsverlängerung,https://deutsch-vorbereitung.com/en/uebung-13240.html,5,Teil 5 – Formelle Briefe/E-Mails
8,5.8,Sprachhilfe gesucht – 2x pro Woche,https://deutsch-vorbereitung.com/en/uebung-13239.html,5,Teil 5 – Formelle Briefe/E-Mails
9,5.9,Materialfehler,https://deutsch-vorbereitung.com/en/uebung-13237.html,5,Teil 5 – Formelle Briefe/E-Mails
10,5.10,Vorsicht vor betrügerischen SMS-Nachrichten,https://deutsch-vorbereitung.com/en/uebung-13236.html,5,Teil 5 – Formelle Briefe/E-Mails
11,5.11,Mitteilung zur Heizungsreparatur,https://deutsch-vorbereitung.com/en/uebung-13235.html,5,Teil 5 – Formelle Briefe/E-Mails
12,5.12,Elektro-Service,https://deutsch-vorbereitung.com/en/uebung-13234.html,5,Teil 5 – Formelle Briefe/E-Mails
13,5.13,Versandhaus Mode für Sie,https://deutsch-vorbereitung.com/en/uebung-13230.html,5,Teil 5 – Formelle Briefe/E-Mails
14,5.14,Kündigung meines Mobilfunkvertrags,https://deutsch-vorbereitung.com/en/uebung-13229.html,5,Teil 5 – Formelle Briefe/E-Mails
15,5.15,Rückmeldung zum Kindergeldantrag,https://deutsch-vorbereitung.com/en/uebung-13228.html,5,Teil 5 – Formelle Briefe/E-Mails
16,5.16,Ausfallgebühr für nicht wahrgenommenen Fototermin,https://deutsch-vorbereitung.com/en/uebung-13227.html,5,Teil 5 – Formelle Briefe/E-Mails
17,5.17,Familienurlaub auf dem Ferienhof,https://deutsch-vorbereitung.com/en/uebung-13226.html,5,Teil 5 – Formelle Briefe/E-Mails
18,5.18,Reklamation wegen falscher Lieferung,https://deutsch-vorbereitung.com/en/uebung-13225.html,5,Teil 5 – Formelle Briefe/E-Mails
19,5.19,Kündigung eines BahnCard-Abonnements,https://deutsch-vorbereitung.com/en/uebung-13218.html,5,Teil 5 – Formelle Briefe/E-Mails
20,5.20,Kündigung eines Probeabonnements,https://deutsch-vorbereitung.com/en/uebung-13217.html,5,Teil 5 – Formelle Briefe/E-Mails
21,5.21,Zahlungserinnerung,https://deutsch-vorbereitung.com/en/uebung-13216.html,5,Teil 5 – Formelle Briefe/E-Mails
22,5.22,Reklamation,https://deutsch-vorbereitung.com/en/uebung-13073.html,5,Teil 5 – Formelle Briefe/E-Mails
23,5.23,Schokoticket,https://deutsch-vorbereitung.com/en/uebung-13062.html,5,Teil 5 – Formelle Briefe/E-Mails
24,5.24,Physiotherapie,https://deutsch-vorbereitung.com/en/uebung-13061.html,5,Teil 5 – Formelle Briefe/E-Mails
25,5.25,Geburtstagsfeier im Park,https://deutsch-vorbereitung.com/en/uebung-13060.html,5,Teil 5 – Formelle Briefe/E-Mails
26,5.26,Arbeitsunfähigkeitsbescheinigung,https://deutsch-vorbereitung.com/en/uebung-13059.html,5,Teil 5 – Formelle Briefe/E-Mails
27,5.27,Spülmaschine,https://deutsch-vorbereitung.com/en/uebung-13058.html,5,Teil 5 – Formelle Briefe/E-Mails
28,5.28,Rückzahlung,https://deutsch-vorbereitung.com/en/uebung-13056.html,5,Teil 5 – Formelle Briefe/E-Mails
29,5.29,Steuererklärung,https://deutsch-vorbereitung.com/en/uebung-13055.html,5,Teil 5 – Formelle Briefe/E-Mails
30,5.30,fehlende Unterlagen ans Finanzamt schicken,https://deutsch-vorbereitung.com/en/uebung-13054.html,5,Teil 5 – Formelle Briefe/E-Mails
31,5.31,Online-Bestellung eines Spiegels mit Transportschaden,https://deutsch-vorbereitung.com/en/uebung-13051.html,5,Teil 5 – Formelle Briefe/E-Mails
32,5.32,Beschwerde: Regal nicht geliefert,https://deutsch-vorbereitung.com/en/uebung-13050.html,5,Teil 5 – Formelle Briefe/E-Mails
