2.7,die Ablenkung,Substantiv,"die Ablenkung, -en","sự đánh lạc hướng, câu bẫy",Die Uhrzeit 8 Uhr wird als Ablenkung genutzt.,Giờ 8 được dùng như một câu bẫy.,Allgemein,B1;DTZ;Allgemein,
2.7,erwähnen,Verb,erwähnte - erwähnt,"nhắc đến, đề cập",Die Durchsage erwähnt die Uhrzeit deutlich.,Thông báo đề cập đến giờ một cách rõ ràng.,Allgemein,B1;DTZ;Allgemein,không tách được
2.8,die Renovierung,Substantiv,"die Renovierung, -en","việc tân trang, cải tạo",Die Renovierung des Schwimmbads dauert lange.,Việc cải tạo bể bơi kéo dài lâu.,Wohnen,B1;DTZ;Wohnen,
2.8,geöffnet,Adjektiv,,đang mở cửa,Das Schwimmbad ist freitags bis 21 Uhr geöffnet.,Bể bơi mở cửa thứ Sáu đến 21 giờ.,Alltag,B1;DTZ;Alltag,phân từ II của öffnen
2.8,regulär,Adjektiv,,"thường lệ, thông thường",20 Uhr ist die reguläre Schließzeit.,20 giờ là giờ đóng cửa thông thường.,Allgemein,B1;DTZ;Allgemein,
2.8,der Fitnessbereich,Substantiv,"der Fitnessbereich, -e",khu thể hình,Der Fitnessbereich schließt um 18 Uhr.,Khu thể hình đóng cửa lúc 18 giờ.,Freizeit,B1;DTZ;Freizeit,
2.8,sich beziehen auf,Verb,bezog sich - sich bezogen,"liên quan đến, đề cập đến",18 Uhr bezieht sich nur auf den Fitnessbereich.,18 giờ chỉ liên quan đến khu thể hình.,Allgemein,B1;DTZ;Allgemein,phản thân; + Akk.
2.9,die Müllabholung,Substantiv,"die Müllabholung, -en",việc thu gom rác,Die Müllabholung erfolgt freitags.,Việc thu gom rác diễn ra thứ Sáu.,Wohnen,B1;DTZ;Wohnen,
2.9,abholen,Verb,holte ab - abgeholt,"đến lấy, đón",Der gelbe Sack wird freitags abgeholt.,Bao vàng được thu gom vào thứ Sáu.,Alltag,B1;DTZ;Alltag,tách được
2.9,der Restmüll,Substantiv,"der Restmüll, -",rác sinh hoạt còn lại,Der Restmüll wird dienstags abgeholt.,Rác sinh hoạt còn lại được thu thứ Ba.,Wohnen,B1;DTZ;Wohnen,
2.9,die Kartonage,Substantiv,"die Kartonage, -n",thùng giấy carton,Papier und Kartonagen werden mittwochs abgeholt.,Giấy và thùng carton được thu thứ Tư.,Wohnen,B1;DTZ;Wohnen,
2.9,das Wohngebiet,Substantiv,"das Wohngebiet, -e",khu dân cư,In Wohngebieten ist Lärm verboten.,Trong khu dân cư cấm gây tiếng ồn.,Wohnen,B1;DTZ;Wohnen,
2.10,der Weihnachtsmarkt,Substantiv,"der Weihnachtsmarkt, -märkte",chợ Giáng sinh,Der Weihnachtsmarkt ist freitags bis 22 Uhr geöffnet.,Chợ Giáng sinh mở đến 22 giờ vào thứ Sáu.,Freizeit,B1;DTZ;Freizeit,
2.10,die Tiefgarage,Substantiv,"die Tiefgarage, -n",bãi đỗ xe ngầm,Die Tiefgarage ist bis 23 Uhr geöffnet.,Bãi đỗ xe ngầm mở đến 23 giờ.,Verkehr,B1;DTZ;Verkehr,
2.10,die Öffnungszeit,Substantiv,"die Öffnungszeit, -en",giờ mở cửa,Die Öffnungszeiten variieren am Wochenende.,Giờ mở cửa thay đổi vào cuối tuần.,Alltag,B1;DTZ;Alltag,
2.10,die Innenstadt,Substantiv,"die Innenstadt, -städte",trung tâm thành phố,Der Markt findet in der Innenstadt statt.,Chợ diễn ra ở trung tâm thành phố.,Wohnen,B1;DTZ;Wohnen,
2.10,sich beziehen,Verb,bezog sich - sich bezogen,liên quan đến,23 Uhr bezieht sich auf die Tiefgarage.,23 giờ liên quan đến bãi đỗ xe ngầm.,Allgemein,B1;DTZ;Allgemein,phản thân
2.11,die Fahrradmiete,Substantiv,"die Fahrradmiete, -n",việc thuê xe đạp,Die Fahrradmiete ist günstig in der Stadt.,Việc thuê xe đạp trong thành phố rẻ.,Verkehr,B1;DTZ;Verkehr,
2.11,zurückgeben,Verb,gab zurück - zurückgegeben,trả lại,Fahrräder können bis 16 Uhr zurückgegeben werden.,Xe đạp có thể được trả đến 16 giờ.,Verkehr,B1;DTZ;Verkehr,tách được
2.11,der Wochentag,Substantiv,"der Wochentag, -e",ngày trong tuần,An Wochentagen gelten andere Zeiten.,Vào các ngày trong tuần có giờ khác.,Alltag,B1;DTZ;Alltag,
2.11,relevant,Adjektiv,,"có liên quan, quan trọng",Diese Information ist für Mieter relevant.,Thông tin này quan trọng với người thuê.,Allgemein,B1;DTZ;Allgemein,
2.11,explizit,Adjektiv,,"rõ ràng, dứt khoát",12 Uhr wird nicht explizit erwähnt.,12 giờ không được nhắc đến rõ ràng.,Allgemein,B1;DTZ;Allgemein,
2.12,der Wochenmarkt,Substantiv,"der Wochenmarkt, -märkte",chợ phiên hàng tuần,Der Wochenmarkt findet samstags statt.,Chợ phiên hàng tuần diễn ra thứ Bảy.,Einkauf,B1;DTZ;Einkauf,
2.12,der Marktplatz,Substantiv,"der Marktplatz, -plätze",quảng trường chợ,Der Markt findet auf dem Marktplatz statt.,Chợ diễn ra trên quảng trường chợ.,Einkauf,B1;DTZ;Einkauf,
2.12,dauern,Verb,dauerte - gedauert,kéo dài,Der Markt dauert bis 14 Uhr.,Chợ kéo dài đến 14 giờ.,Allgemein,B1;DTZ;Allgemein,
2.12,normalerweise,Adverb,,thông thường,Der Markt ist normalerweise bis 14 Uhr geöffnet.,Chợ thông thường mở đến 14 giờ.,Allgemein,B1;DTZ;Allgemein,
2.12,wöchentlich,Adjektiv,,hàng tuần,Der wöchentliche Markt zieht viele Besucher an.,Chợ hàng tuần thu hút nhiều khách.,Einkauf,B1;DTZ;Einkauf,
2.13,der Jugendliche,Substantiv,"der Jugendliche, -n",thanh thiếu niên,Jugendliche unter 18 zahlen weniger.,Thanh thiếu niên dưới 18 trả ít hơn.,Familie,B1;DTZ;Familie,danh từ phái sinh tính từ
2.13,das Kulturzentrum,Substantiv,"das Kulturzentrum, -zentren",trung tâm văn hóa,Im Kulturzentrum findet ein Kinoabend statt.,Một buổi chiếu phim diễn ra ở trung tâm văn hóa.,Freizeit,B1;DTZ;Freizeit,
2.13,der Erwachsene,Substantiv,"der Erwachsene, -n",người lớn,Erwachsene zahlen 10 Euro Eintritt.,Người lớn trả 10 Euro phí vào cửa.,Familie,B1;DTZ;Familie,danh từ phái sinh tính từ
2.13,ausdrücklich,Adverb,,"một cách rõ ràng, dứt khoát",Die Durchsage erwähnt es ausdrücklich.,Thông báo nhắc đến điều đó rõ ràng.,Allgemein,B1;DTZ;Allgemein,
2.14,der Schwimmkurs,Substantiv,"der Schwimmkurs, -e",khóa học bơi,Der Schwimmkurs für Erwachsene beginnt bald.,Khóa học bơi cho người lớn sắp bắt đầu.,Freizeit,B1;DTZ;Freizeit,
2.14,der Rabatt,Substantiv,"der Rabatt, -e",giảm giá,Jahreskartenbesitzer bekommen 20 % Rabatt.,Người có vé năm được giảm 20 %.,Einkauf,B1;DTZ;Einkauf,
2.14,die Jahreskarte,Substantiv,"die Jahreskarte, -n",vé năm,Mit der Jahreskarte spart man Geld.,Với vé năm có thể tiết kiệm tiền.,Freizeit,B1;DTZ;Freizeit,
2.14,ermäßigt,Adjektiv,,được giảm giá,Die ermäßigte Gebühr beträgt 40 Euro.,Mức phí giảm là 40 Euro.,Einkauf,B1;DTZ;Einkauf,
2.14,die Gebühr,Substantiv,"die Gebühr, -en","phí, lệ phí",Die Gebühr für den Kurs beträgt 50 Euro.,Lệ phí khóa học là 50 Euro.,Allgemein,B1;DTZ;Allgemein,
2.14,betragen,Verb,betrug - betragen,"có giá trị là, là",Die ermäßigte Gebühr beträgt 40 Euro.,Phí giảm có giá trị là 40 Euro.,Allgemein,B1;DTZ;Allgemein,không tách được
2.15,die Zugverbindung,Substantiv,"die Zugverbindung, -en","tuyến tàu, kết nối tàu",Die Zugverbindung wurde geändert.,Tuyến tàu đã được thay đổi.,Verkehr,B1;DTZ;Verkehr,
2.15,das Gleis,Substantiv,"das Gleis, -e","đường ray, sân ke",Der Zug fährt von Gleis 5 ab.,Tàu khởi hành từ sân ke số 5.,Verkehr,B1;DTZ;Verkehr,
2.15,der Regionalzug,Substantiv,"der Regionalzug, -züge",tàu khu vực,Der Regionalzug fährt nach Salzburg.,Tàu khu vực đi Salzburg.,Verkehr,B1;DTZ;Verkehr,
2.15,abfahren,Verb,fuhr ab - abgefahren,"khởi hành, rời đi",Der Zug fährt um 14:30 Uhr ab.,Tàu khởi hành lúc 14:30.,Verkehr,B1;DTZ;Verkehr,tách được; sein
2.15,die Richtung,Substantiv,"die Richtung, -en",hướng đi,Der Zug fährt in Richtung Salzburg.,Tàu chạy theo hướng Salzburg.,Verkehr,B1;DTZ;Verkehr,
2.15,die Änderung,Substantiv,"die Änderung, -en",sự thay đổi,Es gibt eine Änderung der Zugverbindung.,Có một sự thay đổi tuyến tàu.,Allgemein,B1;DTZ;Allgemein,
2.16,die Buchvorstellung,Substantiv,"die Buchvorstellung, -en",buổi giới thiệu sách,Die Buchvorstellung findet am Mittwoch statt.,Buổi giới thiệu sách diễn ra thứ Tư.,Bildung,B1;DTZ;Bildung,
2.16,die Anmeldefrist,Substantiv,"die Anmeldefrist, -en",hạn đăng ký,Die Anmeldefrist endet am Montag.,Hạn đăng ký kết thúc vào thứ Hai.,Bildung,B1;DTZ;Bildung,
2.16,die Anmeldung,Substantiv,"die Anmeldung, -en",việc đăng ký,Die Anmeldung ist bis 11. Dezember möglich.,Có thể đăng ký đến ngày 11 tháng 12.,Behörde,B1;DTZ;Behörde,
2.16,die Bibliothek,Substantiv,"die Bibliothek, -en",thư viện,In der Bibliothek findet eine Buchvorstellung statt.,Một buổi giới thiệu sách diễn ra trong thư viện.,Bildung,B1;DTZ;Bildung,
2.16,die Veranstaltung,Substantiv,"die Veranstaltung, -en","sự kiện, buổi tổ chức",Der 13. Dezember ist der Tag der Veranstaltung.,Ngày 13 tháng 12 là ngày diễn ra sự kiện.,Freizeit,B1;DTZ;Freizeit,
2.16,enden,Verb,endete - geendet,kết thúc,Die Frist endet am Montag.,Hạn kết thúc vào thứ Hai.,Allgemein,B1;DTZ;Allgemein,
2.17,das Konzert,Substantiv,"das Konzert, -e",buổi hòa nhạc,Das Konzert beginnt um 20 Uhr.,Buổi hòa nhạc bắt đầu lúc 20 giờ.,Freizeit,B1;DTZ;Freizeit,
2.17,der Einlass,Substantiv,"der Einlass, -lässe","việc vào cửa, mở cửa",Der Einlass ist ab 19 Uhr.,Mở cửa từ 19 giờ.,Freizeit,B1;DTZ;Freizeit,
2.17,die Ankündigung,Substantiv,"die Ankündigung, -en","thông báo, lời báo trước",Die Konzertankündigung wurde veröffentlicht.,Thông báo về buổi hòa nhạc đã được công bố.,Allgemein,B1;DTZ;Allgemein,
2.17,deutlich,Adjektiv,,rõ ràng,Die Uhrzeit wird deutlich erwähnt.,Giờ được nhắc đến rõ ràng.,Allgemein,B1;DTZ;Allgemein,
2.18,öffnen,Verb,öffnete - geöffnet,mở cửa,Das Schwimmbad öffnet am Wochenende um 8 Uhr.,Bể bơi mở cửa cuối tuần lúc 8 giờ.,Alltag,B1;DTZ;Alltag,
2.18,das Wochenende,Substantiv,"das Wochenende, -n",cuối tuần,Am Wochenende öffnet das Bad später.,Cuối tuần bể bơi mở cửa muộn hơn.,Alltag,B1;DTZ;Alltag,
2.18,die Aufmerksamkeit,Substantiv,"die Aufmerksamkeit, -en",sự chú ý,Andere Uhrzeiten sollen die Aufmerksamkeit ablenken.,Các giờ khác nhằm đánh lạc hướng sự chú ý.,Allgemein,B1;DTZ;Allgemein,
2.18,ablenken,Verb,lenkte ab - abgelenkt,"đánh lạc hướng, làm sao nhãng",Falsche Uhrzeiten lenken den Hörer ab.,Các giờ sai làm người nghe sao nhãng.,Allgemein,B1;DTZ;Allgemein,tách được
2.19,das Highlight,Substantiv,"das Highlight, -s","điểm nhấn, sự kiện nổi bật",Die Tombola ist das Highlight des Markts.,Hội xổ số là điểm nhấn của chợ.,Freizeit,B1;DTZ;Freizeit,
2.19,die Tombola,Substantiv,"die Tombola, -s",hội xổ số có thưởng,Die Tombola findet um 20 Uhr statt.,Hội xổ số diễn ra lúc 20 giờ.,Freizeit,B1;DTZ;Freizeit,
2.19,der Auftritt,Substantiv,"der Auftritt, -e","buổi biểu diễn, lần ra mắt",Der Auftritt des Chors beginnt um 18 Uhr.,Buổi biểu diễn của dàn hợp xướng bắt đầu lúc 18 giờ.,Freizeit,B1;DTZ;Freizeit,
2.19,der Chor,Substantiv,"der Chor, Chöre",dàn hợp xướng,Der örtliche Chor tritt um 18 Uhr auf.,Dàn hợp xướng địa phương biểu diễn lúc 18 giờ.,Freizeit,B1;DTZ;Freizeit,
2.19,die Attraktion,Substantiv,"die Attraktion, -en","điểm hấp dẫn, sự thu hút",Der Markt bietet viele Attraktionen.,Chợ có nhiều điểm hấp dẫn.,Freizeit,B1;DTZ;Freizeit,
2.19,örtlich,Adjektiv,,thuộc địa phương,Der örtliche Chor tritt heute auf.,Dàn hợp xướng địa phương biểu diễn hôm nay.,Allgemein,B1;DTZ;Allgemein,
2.20,der Schneefall,Substantiv,"der Schneefall, -fälle",trận tuyết rơi,Wegen Schneefall fährt die Linie 12 anders.,Vì tuyết rơi nên tuyến 12 đi khác.,Wetter,B1;DTZ;Wetter,
2.20,die Haltestelle,Substantiv,"die Haltestelle, -n",trạm dừng,Die Haltestelle Marktplatz wird nicht angefahren.,Trạm chợ không được ghé qua.,Verkehr,B1;DTZ;Verkehr,
2.20,anfahren,Verb,fuhr an - angefahren,"ghé qua (trạm), đi tới",Die Linie 12 fährt heute den Marktplatz nicht an.,Tuyến 12 hôm nay không ghé qua chợ.,Verkehr,B1;DTZ;Verkehr,tách được
2.20,die Linie,Substantiv,"die Linie, -n","tuyến (xe buýt, tàu)",Die Linie 12 verkehrt heute eingeschränkt.,Tuyến 12 hôm nay hoạt động hạn chế.,Verkehr,B1;DTZ;Verkehr,
2.21,die Supermarktkette,Substantiv,"die Supermarktkette, -n",chuỗi siêu thị,Die Supermarktkette bietet heute Rabatte an.,Chuỗi siêu thị hôm nay có khuyến mãi.,Einkauf,B1;DTZ;Einkauf,
2.21,die Bäckerei,Substantiv,"die Bäckerei, -en",tiệm bánh mì,In der Bäckerei gibt es frisches Brot.,Ở tiệm bánh có bánh mì tươi.,Einkauf,B1;DTZ;Einkauf,
2.21,das Fleischprodukt,Substantiv,"das Fleischprodukt, -e",sản phẩm thịt,Fleischprodukte sind heute nicht im Angebot.,Sản phẩm thịt hôm nay không khuyến mãi.,Einkauf,B1;DTZ;Einkauf,
2.21,der Kundenparkplatz,Substantiv,"der Kundenparkplatz, -plätze",bãi đỗ xe khách hàng,Der Kundenparkplatz ist kostenlos.,Bãi đỗ xe khách hàng miễn phí.,Einkauf,B1;DTZ;Einkauf,
2.21,frisch,Adjektiv,,tươi,Es gibt frisches Brot zum halben Preis.,Có bánh mì tươi với giá bằng nửa.,Einkauf,B1;DTZ;Einkauf,
2.21,der halbe Preis,Redemittel,,nửa giá,Brot gibt es zum halben Preis.,Bánh mì được bán với nửa giá.,Einkauf,B1;DTZ;Einkauf,cụm: zum halben Preis
2.22,das Kinderbecken,Substantiv,"das Kinderbecken, -",bể bơi trẻ em,Das Kinderbecken bleibt heute geschlossen.,Bể bơi trẻ em hôm nay đóng cửa.,Freizeit,B1;DTZ;Freizeit,
2.22,der Wellness-Bereich,Substantiv,"der Wellness-Bereich, -e",khu chăm sóc thư giãn,Der Wellness-Bereich bleibt geöffnet.,Khu chăm sóc thư giãn vẫn mở cửa.,Freizeit,B1;DTZ;Freizeit,
2.22,die Reparatur,Substantiv,"die Reparatur, -en",việc sửa chữa,Wegen Reparaturen ist das Becken zu.,Vì sửa chữa nên bể bơi đóng cửa.,Wohnen,B1;DTZ;Wohnen,
2.22,geschlossen,Adjektiv,,đã đóng cửa,Das Schwimmbad ist heute geschlossen.,Bể bơi hôm nay đóng cửa.,Alltag,B1;DTZ;Alltag,phân từ II của schließen
2.22,der Wasserpark,Substantiv,"der Wasserpark, -s",công viên nước,Der Wasserpark ist heute geöffnet.,Công viên nước hôm nay mở cửa.,Freizeit,B1;DTZ;Freizeit,
2.23,sich verspäten,Verb,verspätete sich - sich verspätet,"đến trễ, bị muộn",Der Zug nach Salzburg verspätet sich heute.,Tàu đi Salzburg hôm nay bị trễ.,Verkehr,B1;DTZ;Verkehr,phản thân
2.23,die Verspätung,Substantiv,"die Verspätung, -en",sự trễ giờ,Der Zug hat 25 Minuten Verspätung.,Tàu trễ 25 phút.,Verkehr,B1;DTZ;Verkehr,
2.23,der Bahnhof,Substantiv,"der Bahnhof, -höfe",nhà ga,Am Bahnhof werden Durchsagen gemacht.,Tại nhà ga có các thông báo.,Verkehr,B1;DTZ;Verkehr,
2.23,statt,Präposition,,"thay vì, thay cho",Der Zug fährt um 16:10 statt um 15:45.,Tàu chạy lúc 16:10 thay vì 15:45.,Allgemein,B1;DTZ;Allgemein,đi với Gen.
2.24,die Sendung,Substantiv,"die Sendung, -en",chương trình phát sóng,Heute wird eine besondere Sendung übertragen.,Hôm nay một chương trình đặc biệt được phát.,Freizeit,B1;DTZ;Freizeit,
2.24,übertragen,Verb,übertrug - übertragen,"truyền phát, chuyển",Das Spiel wird live übertragen.,Trận đấu được phát trực tiếp.,Freizeit,B1;DTZ;Freizeit,không tách được
2.24,die Live-Übertragung,Substantiv,"die Live-Übertragung, -en",buổi phát trực tiếp,Die Live-Übertragung beginnt um 20 Uhr.,Buổi phát trực tiếp bắt đầu lúc 20 giờ.,Freizeit,B1;DTZ;Freizeit,
2.24,ausstrahlen,Verb,strahlte aus - ausgestrahlt,phát sóng,Die Show wird heute Abend ausgestrahlt.,Chương trình được phát sóng tối nay.,Freizeit,B1;DTZ;Freizeit,tách được
2.24,die Kochshow,Substantiv,"die Kochshow, -s",chương trình nấu ăn,Eine Kochshow läuft am Nachmittag.,Một chương trình nấu ăn chiếu buổi chiều.,Freizeit,B1;DTZ;Freizeit,
2.25,live,Adverb,,trực tiếp,Das Spiel wird live übertragen.,Trận đấu được phát trực tiếp.,Freizeit,B1;DTZ;Freizeit,
2.25,das Fußballspiel,Substantiv,"das Fußballspiel, -e",trận đấu bóng đá,Das Fußballspiel beginnt um 14 Uhr.,Trận bóng đá bắt đầu lúc 14 giờ.,Freizeit,B1;DTZ;Freizeit,
2.25,die Radiosendung,Substantiv,"die Radiosendung, -en",chương trình phát thanh,Die Radiosendung läuft täglich.,Chương trình phát thanh phát hàng ngày.,Freizeit,B1;DTZ;Freizeit,
