1.101,einsetzen,Verb,setzte ein - hat eingesetzt,"triển khai, sử dụng",Busse werden als Ersatzverkehr eingesetzt.,Xe buýt được triển khai làm giao thông thay thế.,Verkehr,B1;DTZ;Verkehr,trennbar
1.101,anbieten,Verb,bot an - hat angeboten,"đề nghị, cung cấp",Was wird als Alternative angeboten?,Cái gì được đưa ra làm lựa chọn thay thế?,Allgemein,B1;DTZ;Allgemein,trennbar
1.101,Dauer,Substantiv,die Dauer,"thời gian, độ dài",Für die Dauer der Unterbrechung.,Trong thời gian gián đoạn.,Allgemein,B1;DTZ;Allgemein,thường số ít
1.102,Fahrzeug,Substantiv,"das Fahrzeug, -e",phương tiện,Fahrzeuge mit spezieller Genehmigung.,Phương tiện có giấy phép đặc biệt.,Verkehr,B1;DTZ;Verkehr,
1.102,Genehmigung,Substantiv,"die Genehmigung, -en","giấy phép, sự cho phép",Fahrzeuge mit spezieller Genehmigung dürfen parken.,Phương tiện có giấy phép đặc biệt được phép đỗ.,Behörde,B1;DTZ;Behörde,
1.102,gestatten,Verb,gestattete - hat gestattet,cho phép,Das Parken ist nur für Fahrzeuge mit Genehmigung gestattet.,Việc đỗ xe chỉ được phép đối với phương tiện có giấy phép.,Behörde,B1;DTZ;Behörde,
1.102,Gebäude,Substantiv,"das Gebäude, -",tòa nhà,Das Parken vor dem Gebäude.,Việc đỗ xe trước tòa nhà.,Wohnen,B1;DTZ;Wohnen,
1.102,speziell,Adjektiv,,"đặc biệt, riêng biệt",Fahrzeuge mit spezieller Genehmigung.,Phương tiện có giấy phép đặc biệt.,Allgemein,B1;DTZ;Allgemein,
1.102,parken,Verb,parkte - hat geparkt,đỗ xe,Wer darf jetzt vor dem Gebäude parken?,Ai được phép đỗ xe trước tòa nhà bây giờ?,Verkehr,B1;DTZ;Verkehr,
1.103,Fahrplanfrequenz,Substantiv,"die Fahrplanfrequenz, -en",tần suất chạy theo lịch,Was ändert sich in Bezug auf die Fahrplanfrequenz?,Có gì thay đổi về tần suất chạy?,Verkehr,B1;DTZ;Verkehr,
1.103,verkehren,Verb,verkehrte - hat verkehrt,chạy (xe/tàu),Die Busse werden nun alle 30 Minuten verkehren.,Xe buýt sẽ chạy 30 phút một chuyến.,Verkehr,B1;DTZ;Verkehr,
1.103,stündlich,Adverb,,mỗi giờ một lần,Die Busse fahren jetzt stündlich.,Xe buýt giờ chạy mỗi giờ một chuyến.,Verkehr,B1;DTZ;Verkehr,
1.103,ändern,Verb,änderte - hat geändert,thay đổi,Was ändert sich in Bezug auf die Fahrplanfrequenz?,Có gì thay đổi về tần suất chạy?,Allgemein,B1;DTZ;Allgemein,thường reflexiv: sich ändern
1.103,Buslinie,Substantiv,"die Buslinie, -n",tuyến xe buýt,Die Buslinie 62 hat einen neuen Fahrplan.,Tuyến xe buýt 62 có lịch trình mới.,Verkehr,B1;DTZ;Verkehr,
1.104,Reparaturarbeiten,Substantiv,die Reparaturarbeiten (Pl),công việc sửa chữa,Reparaturarbeiten am Aufzug.,Công việc sửa chữa thang máy.,Wohnen,B1;DTZ;Wohnen,thường số nhiều
1.104,Aufzug,Substantiv,"der Aufzug, Aufzüge",thang máy,Das Warten auf die Reparatur des Aufzugs.,Chờ đợi việc sửa chữa thang máy.,Wohnen,B1;DTZ;Wohnen,
1.104,Treppe,Substantiv,"die Treppe, -n",cầu thang,Bitte nutzen Sie vorübergehend die Treppen.,Xin tạm thời sử dụng cầu thang.,Wohnen,B1;DTZ;Wohnen,
1.104,Nebeneingang,Substantiv,"der Nebeneingang, -eingänge",cửa phụ,Bitte nutzen Sie den Nebeneingang.,Xin sử dụng cửa phụ.,Wohnen,B1;DTZ;Wohnen,
1.104,vorübergehend,Adjektiv,,tạm thời,Bitte nutzen Sie vorübergehend die Treppen.,Xin tạm thời sử dụng cầu thang.,Allgemein,B1;DTZ;Allgemein,
1.104,Nutzung,Substantiv,"die Nutzung, -en",việc sử dụng,Die Nutzung der Treppen oder des Nebeneingangs.,Việc sử dụng cầu thang hoặc cửa phụ.,Allgemein,B1;DTZ;Allgemein,
1.104,empfehlen,Verb,empfahl - hat empfohlen,"khuyên, đề xuất",Was wird als vorübergehende Alternative empfohlen?,Cái gì được đề xuất làm lựa chọn thay thế tạm thời?,Allgemein,B1;DTZ;Allgemein,
1.105,Betriebsfest,Substantiv,"das Betriebsfest, -e",tiệc của công ty,Wann findet das Betriebsfest statt?,Khi nào tiệc công ty diễn ra?,Arbeit,B1;DTZ;Arbeit,
1.105,stattfinden,Verb,fand statt - hat stattgefunden,diễn ra,Das Betriebsfest findet am Samstag statt.,Tiệc công ty diễn ra vào thứ Bảy.,Allgemein,B1;DTZ;Allgemein,trennbar
1.105,endgültig,Adjektiv,,"cuối cùng, dứt khoát",Der 15. Juli ist das endgültige Datum.,Ngày 15 tháng 7 là ngày cuối cùng.,Allgemein,B1;DTZ;Allgemein,
1.105,feiern,Verb,feierte - hat gefeiert,"ăn mừng, tổ chức tiệc",Das Betriebsfest wird im letzten Jahr gefeiert.,Tiệc công ty được tổ chức năm ngoái.,Freizeit,B1;DTZ;Freizeit,
1.105,ursprünglich,Adjektiv,,"ban đầu, gốc",Der Sonntag war ursprünglich geplant.,Chủ Nhật vốn được lên kế hoạch ban đầu.,Allgemein,B1;DTZ;Allgemein,
1.105,aktuell,Adjektiv,,"hiện tại, mới nhất",Diese Daten sind nicht mehr aktuell.,Những ngày này không còn hợp thời nữa.,Allgemein,B1;DTZ;Allgemein,
1.106,Abteilung,Substantiv,"die Abteilung, -en","phòng ban, khu vực",Die Abteilung für zeitgenössische Kunst.,Khu nghệ thuật đương đại.,Freizeit,B1;DTZ;Freizeit,
1.106,Eingang,Substantiv,"der Eingang, Eingänge",lối vào,Über einen separaten Eingang im Erdgeschoss.,Qua một lối vào riêng ở tầng trệt.,Wohnen,B1;DTZ;Wohnen,
1.106,Erdgeschoss,Substantiv,"das Erdgeschoss, -e",tầng trệt,Ein separater Eingang im Erdgeschoss.,Một lối vào riêng ở tầng trệt.,Wohnen,B1;DTZ;Wohnen,
1.106,zeitgenössisch,Adjektiv,,đương đại,Die Abteilung für zeitgenössische Kunst.,Khu nghệ thuật đương đại.,Freizeit,B1;DTZ;Freizeit,
1.106,Eintritt,Substantiv,"der Eintritt, -e","việc vào, vé vào",Der Eintritt zur Abteilung erfolgt über einen separaten Eingang.,Việc vào khu này qua một lối vào riêng.,Freizeit,B1;DTZ;Freizeit,
1.106,erfolgen,Verb,erfolgte - ist erfolgt,"diễn ra, được tiến hành",Der Eintritt erfolgt über einen separaten Eingang.,Việc vào diễn ra qua một lối vào riêng.,Allgemein,B1;DTZ;Allgemein,sein
1.106,gelangen,Verb,gelangte - ist gelangt,"đến được, tới",Wie gelangen Sie dorthin?,Bạn đến đó bằng cách nào?,Allgemein,B1;DTZ;Allgemein,sein
1.107,Geschäft,Substantiv,"das Geschäft, -e",cửa hàng,Das Geschäft ist ab nächster Woche montags geschlossen.,Cửa hàng đóng cửa vào thứ Hai từ tuần sau.,Einkauf,B1;DTZ;Einkauf,
1.107,geschlossen,Adjektiv,,đóng cửa,Das Geschäft ist montags geschlossen.,Cửa hàng đóng cửa vào thứ Hai.,Einkauf,B1;DTZ;Einkauf,Part.II của schließen
1.107,geöffnet,Adjektiv,,mở cửa,Das Geschäft ist dienstags bis samstags geöffnet.,Cửa hàng mở cửa từ thứ Ba đến thứ Bảy.,Einkauf,B1;DTZ;Einkauf,
1.107,Sonntagsöffnung,Substantiv,"die Sonntagsöffnung, -en",việc mở cửa Chủ Nhật,Die Sonntagsöffnung ändert sich nicht.,Việc mở cửa Chủ Nhật không thay đổi.,Einkauf,B1;DTZ;Einkauf,
1.108,Ersatzhaltestelle,Substantiv,"die Ersatzhaltestelle, -n",trạm dừng thay thế,Welche beiden Ersatzhaltestellen werden empfohlen?,Hai trạm dừng thay thế nào được đề xuất?,Verkehr,B1;DTZ;Verkehr,
1.108,Haltestelle,Substantiv,"die Haltestelle, -n",trạm dừng,Die Haltestelle am Rathaus entfällt.,Trạm dừng ở tòa thị chính bị bỏ.,Verkehr,B1;DTZ;Verkehr,
1.108,Hauptbahnhof,Substantiv,"der Hauptbahnhof, -höfe",nhà ga chính,Eine Ersatzhaltestelle liegt am Hauptbahnhof.,Một trạm dừng thay thế nằm ở nhà ga chính.,Verkehr,B1;DTZ;Verkehr,
1.108,entfallen,Verb,entfiel - ist entfallen,"bị bỏ, bị hủy",Die Haltestelle am Rathaus entfällt.,Trạm dừng ở tòa thị chính bị bỏ.,Allgemein,B1;DTZ;Allgemein,sein
1.108,Rathaus,Substantiv,"das Rathaus, -häuser",tòa thị chính,Die Haltestelle am Rathaus entfällt.,Trạm dừng ở tòa thị chính bị bỏ.,Behörde,B1;DTZ;Behörde,
1.109,Vorstellung,Substantiv,"die Vorstellung, -en","buổi chiếu, buổi biểu diễn",Die Vorstellung um 22:30 Uhr.,Buổi chiếu lúc 22:30.,Freizeit,B1;DTZ;Freizeit,
1.109,verfügbar,Adjektiv,,có sẵn,Es sind noch Tickets für die Vorstellung verfügbar.,Vẫn còn vé cho buổi chiếu.,Allgemein,B1;DTZ;Allgemein,
1.109,anschauen,Verb,schaute an - hat angeschaut,xem,Den Film zu Hause anschauen.,Xem phim ở nhà.,Freizeit,B1;DTZ;Freizeit,trennbar
1.109,Empfehlung,Substantiv,"die Empfehlung, -en","lời khuyên, gợi ý",Es wird keine Empfehlung gegeben.,Không có lời khuyên nào được đưa ra.,Allgemein,B1;DTZ;Allgemein,
1.109,vorschlagen,Verb,schlug vor - hat vorgeschlagen,đề nghị,Was wird als Alternative vorgeschlagen?,Cái gì được đề nghị làm lựa chọn thay thế?,Allgemein,B1;DTZ;Allgemein,trennbar
1.110,derzeit,Adverb,,hiện tại,Die Züge verkehren derzeit alle 20 Minuten.,Tàu hiện tại chạy 20 phút một chuyến.,Allgemein,B1;DTZ;Allgemein,
1.110,Abfahrtszeit,Substantiv,"die Abfahrtszeit, -en",giờ khởi hành,Es werden keine Abfahrtszeiten von 3 Minuten genannt.,Không có giờ khởi hành 3 phút nào được nêu.,Verkehr,B1;DTZ;Verkehr,
1.110,momentan,Adverb,,ngay lúc này,Wie oft verkehren die Züge momentan?,Tàu chạy bao lâu một chuyến lúc này?,Allgemein,B1;DTZ;Allgemein,
1.110,nennen,Verb,nannte - hat genannt,"nêu, gọi tên",Es werden keine Zeiten genannt.,Không có giờ nào được nêu.,Allgemein,B1;DTZ;Allgemein,
1.111,Speisemöglichkeit,Substantiv,"die Speisemöglichkeit, -en",nơi ăn uống,Das Restaurant wird als alternative Speisemöglichkeit empfohlen.,Nhà hàng được đề xuất làm nơi ăn uống thay thế.,Einkauf,B1;DTZ;Einkauf,
1.111,Stadtpark,Substantiv,"der Stadtpark, -s",công viên thành phố,Ein Café im Stadtpark.,Một quán cà phê trong công viên thành phố.,Freizeit,B1;DTZ;Freizeit,
1.111,erwähnen,Verb,erwähnte - hat erwähnt,"đề cập, nhắc đến",Kein Café im Stadtpark wird erwähnt.,Không có quán cà phê trong công viên thành phố nào được nhắc đến.,Allgemein,B1;DTZ;Allgemein,
1.112,Anrufer,Substantiv,"der Anrufer, -",người gọi,Was sollen die Anrufer tun?,Người gọi cần làm gì?,Alltag,B1;DTZ;Alltag,
1.112,Taste,Substantiv,"die Taste, -n","phím, nút bấm",Die Taste 4 für dringende Notfälle drücken.,Bấm phím 4 cho trường hợp khẩn cấp.,Technologie,B1;DTZ;Technologie,
1.112,drücken,Verb,drückte - hat gedrückt,"bấm, nhấn",Die Taste 1 drücken.,Bấm phím 1.,Technologie,B1;DTZ;Technologie,
1.112,Notfall,Substantiv,"der Notfall, -fälle",trường hợp khẩn cấp,Die 4 für dringende Notfälle drücken.,Bấm 4 cho trường hợp khẩn cấp.,Gesundheit,B1;DTZ;Gesundheit,
1.112,dringend,Adjektiv,,khẩn cấp,Die 4 für dringende Notfälle drücken.,Bấm 4 cho trường hợp khẩn cấp.,Allgemein,B1;DTZ;Allgemein,
1.112,Anliegen,Substantiv,"das Anliegen, -","việc cần làm, yêu cầu",Für technische Anliegen die Taste 3 drücken.,Bấm phím 3 cho các vấn đề kỹ thuật.,Allgemein,B1;DTZ;Allgemein,
1.113,Warteschleife,Substantiv,"die Warteschleife, -n",vòng chờ (điện thoại),In der Warteschleife bleiben.,Ở lại trong vòng chờ.,Technologie,B1;DTZ;Technologie,
1.113,Kundenberater,Substantiv,"der Kundenberater, -",tư vấn viên khách hàng,Alle Kundenberater sind im Gespräch.,Tất cả tư vấn viên đang trong cuộc gọi.,Arbeit,B1;DTZ;Arbeit,
1.113,Nachricht,Substantiv,"die Nachricht, -en","tin nhắn, thông báo",Eine Nachricht hinterlassen.,Để lại một tin nhắn.,Alltag,B1;DTZ;Alltag,
1.113,hinterlassen,Verb,hinterließ - hat hinterlassen,để lại,Eine Nachricht hinterlassen.,Để lại một tin nhắn.,Alltag,B1;DTZ;Alltag,
1.113,auflegen,Verb,legte auf - hat aufgelegt,cúp máy,"Den Anrufern wird empfohlen, nicht aufzulegen.",Người gọi được khuyên không cúp máy.,Technologie,B1;DTZ;Technologie,trennbar
1.114,Nachrichtensendung,Substantiv,"die Nachrichtensendung, -en",chương trình tin tức,Was wird in der Nachrichtensendung erwähnt?,Cái gì được đề cập trong chương trình tin tức?,Allgemein,B1;DTZ;Allgemein,
1.114,Regenfall,Substantiv,"der Regenfall, -fälle","mưa, lượng mưa",Heftige Regenfälle und Überschwemmungen.,Mưa lớn và lũ lụt.,Wetter,B1;DTZ;Wetter,
1.114,Überschwemmung,Substantiv,"die Überschwemmung, -en",lũ lụt,Heftige Regenfälle und Überschwemmungen.,Mưa lớn và lũ lụt.,Wetter,B1;DTZ;Wetter,
1.114,heftig,Adjektiv,,"dữ dội, mạnh",Heftige Regenfälle und Überschwemmungen.,Mưa lớn dữ dội và lũ lụt.,Wetter,B1;DTZ;Wetter,
1.114,berichten,Verb,berichtete - hat berichtet,"tường thuật, báo cáo",In der Ansage wird von Regenfällen berichtet.,Trong thông báo có tường thuật về mưa lớn.,Allgemein,B1;DTZ;Allgemein,über + Akk
1.114,Ereignis,Substantiv,"das Ereignis, -se",sự kiện,Politische Ereignisse werden nicht angesprochen.,Các sự kiện chính trị không được đề cập.,Gesellschaft,B1;DTZ;Gesellschaft,
1.114,ansprechen,Verb,sprach an - hat angesprochen,"đề cập, nói đến",Politische Ereignisse werden nicht angesprochen.,Các sự kiện chính trị không được đề cập.,Allgemein,B1;DTZ;Allgemein,trennbar
1.115,Verspätung,Substantiv,"die Verspätung, -en",sự chậm trễ,Der Zug hat 60 Minuten Verspätung.,Tàu chậm 60 phút.,Verkehr,B1;DTZ;Verkehr,
1.115,Ansage,Substantiv,"die Ansage, -n",thông báo,"In der Ansage wird erwähnt, dass der Zug Verspätung hat.",Trong thông báo có nói tàu bị chậm.,Verkehr,B1;DTZ;Verkehr,
1.115,ankommen,Verb,kam an - ist angekommen,đến nơi,Der Zug wird auf Gleis 11 ankommen.,Tàu sẽ đến ở sân ga 11.,Verkehr,B1;DTZ;Verkehr,trennbar; sein
1.116,Werbematerial,Substantiv,"das Werbematerial, -ien",tài liệu quảng cáo,Aktuelle Informationen zum Werbematerial einholen.,Lấy thông tin mới nhất về tài liệu quảng cáo.,Arbeit,B1;DTZ;Arbeit,
1.116,einholen,Verb,holte ein - hat eingeholt,"thu thập, lấy được",Aktuelle Informationen einholen.,Thu thập thông tin mới nhất.,Arbeit,B1;DTZ;Arbeit,trennbar
1.116,Werbeagentur,Substantiv,"die Werbeagentur, -en",công ty quảng cáo,Die Werbeagentur kontaktieren.,Liên hệ công ty quảng cáo.,Arbeit,B1;DTZ;Arbeit,
1.116,Broschüre,Substantiv,"die Broschüre, -n","tờ rơi, sách giới thiệu",Den Status der neuen Broschüren erfahren.,Tìm hiểu tình trạng các sách giới thiệu mới.,Arbeit,B1;DTZ;Arbeit,
1.116,Protokoll,Substantiv,"das Protokoll, -e",biên bản,Herr Wrobel übernimmt das Protokoll alleine.,Ông Wrobel tự nhận viết biên bản.,Arbeit,B1;DTZ;Arbeit,
1.116,Dienstleister,Substantiv,"der Dienstleister, -",nhà cung cấp dịch vụ,Die Kontakte externer Dienstleister neu organisieren.,Tổ chức lại danh bạ các nhà cung cấp dịch vụ bên ngoài.,Arbeit,B1;DTZ;Arbeit,
1.116,extern,Adjektiv,,"bên ngoài, ngoài công ty",Externe Dienstleister neu organisieren.,Tổ chức lại các nhà cung cấp dịch vụ bên ngoài.,Arbeit,B1;DTZ;Arbeit,
1.117,Malerbetrieb,Substantiv,"der Malerbetrieb, -e",xưởng sơn,Rückruf vom Malerbetrieb.,Cuộc gọi lại từ xưởng sơn.,Wohnen,B1;DTZ;Wohnen,
1.117,Malerarbeit,Substantiv,"die Malerarbeit, -en",công việc sơn nhà,Sich über die Malerarbeiten austauschen.,Trao đổi về việc sơn nhà.,Wohnen,B1;DTZ;Wohnen,
1.117,sich austauschen,Verb,tauschte sich aus - hat sich ausgetauscht,"trao đổi, bàn bạc",Sie möchte sich mit Frau Schmidt austauschen.,Cô ấy muốn trao đổi với bà Schmidt.,Allgemein,B1;DTZ;Allgemein,reflexiv; trennbar
1.117,Termin,Substantiv,"der Termin, -e",lịch hẹn,Im September sind alle Termine vergeben.,Tháng 9 đã hết lịch hẹn.,Alltag,B1;DTZ;Alltag,
1.117,vergeben,Verb,vergab - hat vergeben,"đã được đặt, đã trao",Alle Termine sind vergeben.,Tất cả lịch hẹn đã được đặt.,Allgemein,B1;DTZ;Allgemein,
1.117,Sortiment,Substantiv,"das Sortiment, -e","danh mục, chủng loại",Sie haben keine Spezial-Farbe im Sortiment.,Họ không có sơn đặc biệt trong danh mục.,Einkauf,B1;DTZ;Einkauf,
1.117,vorrätig,Adjektiv,,có sẵn trong kho,Die Feuchtraumfarbe ist vorrätig.,Sơn chống ẩm có sẵn.,Einkauf,B1;DTZ;Einkauf,
1.118,Bauarbeit,Substantiv,"die Bauarbeit, -en",công việc xây dựng,Die A6 ist wegen Bauarbeiten gesperrt.,Đường A6 bị đóng vì công trình xây dựng.,Verkehr,B1;DTZ;Verkehr,thường số nhiều
1.118,Stau,Substantiv,"der Stau, -s","kẹt xe, ùn tắc",Lange Staus auf der A5.,Tắc nghẽn dài trên đường A5.,Verkehr,B1;DTZ;Verkehr,
1.118,Unfall,Substantiv,"der Unfall, Unfälle",tai nạn,Der Unfall auf der A5.,Vụ tai nạn trên đường A5.,Verkehr,B1;DTZ;Verkehr,
1.118,sperren,Verb,sperrte - hat gesperrt,"đóng, chặn",Die A6 ist wegen Bauarbeiten gesperrt.,Đường A6 bị đóng vì công trình.,Verkehr,B1;DTZ;Verkehr,
1.118,Rückstau,Substantiv,"der Rückstau, -s","ùn tắc, xếp hàng dài",Der lange Rückstau von 10 Kilometern.,Đoạn ùn tắc dài 10 km.,Verkehr,B1;DTZ;Verkehr,
1.118,errichten,Verb,errichtete - hat errichtet,"xây dựng, dựng lên",Bauarbeiten zur Errichtung einer neuen Eisenbahnbrücke.,Công việc xây dựng cầu đường sắt mới.,Wohnen,B1;DTZ;Wohnen,
1.119,Krimi,Substantiv,"der Krimi, -s",phim/truyện trinh thám,Heute Abend wird ein Krimi gesendet.,Tối nay phát phim trinh thám.,Freizeit,B1;DTZ;Freizeit,
1.119,Sendung,Substantiv,"die Sendung, -en",chương trình (phát thanh/truyền hình),Eine Sendung aus Wirtschaft und Politik.,Một chương trình về kinh tế và chính trị.,Freizeit,B1;DTZ;Freizeit,
1.119,Sondersendung,Substantiv,"die Sondersendung, -en",chương trình đặc biệt,Eine Sondersendung zur Bankenkrise.,Một chương trình đặc biệt về khủng hoảng ngân hàng.,Gesellschaft,B1;DTZ;Gesellschaft,
1.119,ersetzen,Verb,ersetzte - hat ersetzt,thay thế,Der Krimi wurde durch eine Sondersendung ersetzt.,Phim trinh thám được thay bằng chương trình đặc biệt.,Allgemein,B1;DTZ;Allgemein,
1.119,Wirtschaft,Substantiv,"die Wirtschaft, -en",kinh tế,Eine Sendung aus Wirtschaft und Politik.,Một chương trình về kinh tế và chính trị.,Gesellschaft,B1;DTZ;Gesellschaft,
1.119,ankündigen,Verb,kündigte an - hat angekündigt,"thông báo, công bố","In der Ansage wird angekündigt, dass eine Sondersendung läuft.",Trong thông báo công bố sẽ có chương trình đặc biệt.,Allgemein,B1;DTZ;Allgemein,trennbar
1.120,Hausarzt,Substantiv,"der Hausarzt, -ärzte",bác sĩ gia đình,Zum Hausarzt gehen.,Đi đến bác sĩ gia đình.,Gesundheit,B1;DTZ;Gesundheit,
1.120,Überweisung,Substantiv,"die Überweisung, -en",giấy chuyển viện,Eine Überweisung vorbeibringen.,Mang giấy chuyển viện đến.,Gesundheit,B1;DTZ;Gesundheit,
1.120,Blutwert,Substantiv,"der Blutwert, -e",kết quả xét nghiệm máu,Die aktuellen Blutwerte für die Anästhesie-Untersuchung.,Kết quả xét nghiệm máu mới cho khám gây mê.,Gesundheit,B1;DTZ;Gesundheit,
1.120,Untersuchung,Substantiv,"die Untersuchung, -en",việc khám bệnh,Die Untersuchung beim Hausarzt durchführen lassen.,Cho khám tại bác sĩ gia đình.,Gesundheit,B1;DTZ;Gesundheit,
1.120,aufsuchen,Verb,suchte auf - hat aufgesucht,"tới khám, tìm đến",Herr Ellen soll seinen Hausarzt aufsuchen.,Ông Ellen nên đến gặp bác sĩ gia đình.,Gesundheit,B1;DTZ;Gesundheit,trennbar
1.120,ausmachen,Verb,machte aus - hat ausgemacht,"hẹn, đặt lịch",Einen Termin ausmachen.,Đặt một lịch hẹn.,Alltag,B1;DTZ;Alltag,trennbar
1.121,Flughafen,Substantiv,"der Flughafen, -häfen",sân bay,Sie wollen zum Flughafen.,Bạn muốn đi sân bay.,Verkehr,B1;DTZ;Verkehr,
1.121,Abfahrtsort,Substantiv,"der Abfahrtsort, -e",nơi xuất phát,Gleis 10 ist nicht mehr der Abfahrtsort.,Sân ga 10 không còn là nơi xuất phát.,Verkehr,B1;DTZ;Verkehr,
1.121,abfahren,Verb,fuhr ab - ist abgefahren,khởi hành,Die Linie S8 fährt heute von Gleis 12 ab.,Tuyến S8 hôm nay khởi hành từ sân ga 12.,Verkehr,B1;DTZ;Verkehr,trennbar; sein
1.122,Internet-Anschluss,Substantiv,"der Internet-Anschluss, -anschlüsse",kết nối internet,Ihr Internet-Anschluss funktioniert nicht.,Kết nối internet của bạn không hoạt động.,Technologie,B1;DTZ;Technologie,
1.122,Einrichtung,Substantiv,"die Einrichtung, -en","việc cài đặt, thiết bị",Informationen zur Einrichtung des Internetzugangs.,Thông tin về việc cài đặt internet.,Technologie,B1;DTZ;Technologie,
1.122,Tarif,Substantiv,"der Tarif, -e","giá cước, gói cước",Die Taste 1 ist für Tarife gedacht.,Phím 1 dùng cho gói cước.,Technologie,B1;DTZ;Technologie,
1.122,Rechnung,Substantiv,"die Rechnung, -en",hóa đơn,Die 2 ist für Fragen zur Rechnung vorgesehen.,Phím 2 dành cho thắc mắc về hóa đơn.,Alltag,B1;DTZ;Alltag,
1.122,vorsehen,Verb,sah vor - hat vorgesehen,"dự định, dùng cho",Die 2 ist für Fragen zur Rechnung vorgesehen.,Phím 2 được dành cho thắc mắc về hóa đơn.,Allgemein,B1;DTZ;Allgemein,trennbar
1.123,Versicherung,Substantiv,"die Versicherung, -en",bảo hiểm,Sie brauchen einen Termin bei Ihrer Versicherung.,Bạn cần lịch hẹn với công ty bảo hiểm.,Behörde,B1;DTZ;Behörde,
1.123,Anrufbeantworter,Substantiv,"der Anrufbeantworter, -",hộp thư thoại,Eine Nachricht auf den Anrufbeantworter sprechen.,Để lại tin nhắn trên hộp thư thoại.,Technologie,B1;DTZ;Technologie,
1.123,Geschäftszeit,Substantiv,"die Geschäftszeit, -en",giờ làm việc,Außerhalb der Geschäftszeiten anrufen.,Gọi ngoài giờ làm việc.,Arbeit,B1;DTZ;Arbeit,thường số nhiều
1.123,vorbeikommen,Verb,kam vorbei - ist vorbeigekommen,ghé qua,Persönlich vorbeikommen.,Đích thân ghé qua.,Alltag,B1;DTZ;Alltag,trennbar; sein
