lingq_id,term,fragment,hint,status,extended_status,tags,importance,last_studied_correct,first_seen,last_synced
659349346,lösungen,"Markieren Sie Ihre Lösungen für die Aufgaben1–3.",,0,0,noun,1,,2026-05-18,2026-05-18
659349393,lesen,"Lesen Sie jetzt die Sätze…",,0,0,verb;präsens;noun;vorlesen;adjective;wir;gegenlesen;ablesen,3,,2026-05-18,2026-05-18
659349481,minute,"Dazu haben Sie eine Minute Zeit.",,0,0,noun;adjective,2,,2026-05-18,2026-05-18
659349558,danach,"Danach hören Sie die Aussagen.",,0,0,adjective;adverb,3,,2026-05-18,2026-05-18
659349706,umfrage,"Und nun folgt unsere Umfrage der Woche.",,0,0,noun,1,,2026-05-18,2026-05-18
659349729,unsere,"Und nun folgt unsere Umfrage der Woche.",,0,0,pronoun;noun,3,,2026-05-18,2026-05-18
659349792,nun,"Und nun folgt unsere Umfrage der…",,0,0,noun;adverb,3,,2026-05-18,2026-05-18
659349818,folgt,"Und nun folgt unsere Umfrage der Woche.",,0,0,verb;präsens;adjective;adverb;er/sie/es;folgen;nachfolgen,2,,2026-05-18,2026-05-18
659350176,elternzeit,"…was sie von der Elternzeit halten.",,0,0,noun,0,,2026-05-18,2026-05-18
659350205,personen,"Wir haben verschiedene Personen gefragt, was sie von…",,0,0,noun,3,,2026-05-18,2026-05-18
659350260,verschiedene,"Wir haben verschiedene Personen gefragt, was sie…",,0,0,pronoun;adjective,3,,2026-05-18,2026-05-18
659350348,halten,"…sie von der Elternzeit halten.",,1,0,verb;preposition;präsens;noun;abhalten;wir;unterhalten;zurückhalten;vorhalten;zusammenhalten;aushalten;aufhalten;anhalten;standhalten;mithalten;innehalten;hinhalten;heilighalten;haushalten;festhalten;fernhalten;feilhalten;einhalten;durchhalten,3,,2026-05-18,2026-05-18
659351066,erfolgreiches,"Ist sie ein erfolgreiches Modell– für Mütter, Väter,…",,0,0,adjective,0,,2026-05-18,2026-05-18
659351092,modell,"Ist sie ein erfolgreiches Modell– für Mütter, Väter, Kinder…",,0,0,noun,2,,2026-05-18,2026-05-18
659351110,mütter,"…ein erfolgreiches Modell– für Mütter, Väter, Kinder und überhaupt…",,0,0,noun,1,,2026-05-18,2026-05-18
659351118,väter,"…erfolgreiches Modell– für Mütter, Väter, Kinder und überhaupt für…",,0,0,noun,1,,2026-05-18,2026-05-18
659351139,kinder,"…Modell– für Mütter, Väter, Kinder und überhaupt für uns…",,0,0,noun,3,,2026-05-18,2026-05-18
659351420,meinungen,"Hören Sie einige Meinungen dazu.",,0,0,noun,1,,2026-05-18,2026-05-18
659351467,beispiel,Beispiel,,3,0,noun;adjective,3,,2026-05-18,2026-05-18
659351942,meinung,"Also, meiner Meinung nach ist die Hauptsache,…",,1,0,noun,3,,2026-05-18,2026-05-18
659352104,hauptsache,"…Meinung nach ist die Hauptsache, dass sich jemand gut…",,0,0,noun;adjective,1,,2026-05-18,2026-05-18
659367500,baby,"…jemand gut um das Baby kümmert.",,0,0,noun;adjective,2,,2026-05-18,2026-05-18
659367515,kümmert,"…gut um das Baby kümmert.",,0,0,verb;präsens;noun;kümmern;er/sie/es,1,,2026-05-18,2026-05-18
659396939,macht,"Wer das macht, ist nicht so wichtig.",,0,0,verb;präsens;noun;ausmachen;adjective;zumachen;machen;mitmachen;er/sie/es;anmachen;zunichtemachen;wiedergutmachen;wettmachen;weitermachen;weismachen;wegmachen;vormachen;totmachen;schlechtmachen;saubermachen;nachmachen;krankmachen;klarmachen;zurückmachen;kaputtmachen;kaltmachen;freimachen;fertigmachen;einmachen;durchmachen;dichtmachen;blaumachen;aufmachen;kehrtmachen;abmachen,3,,2026-05-18,2026-05-18
659396991,finde,"Ich finde die Elternzeit ganz gut,…",,1,0,verb;präsens;noun;herausfinden;ich;finden;hinzufinden;durchfinden;anfinden;zurückfinden;hinunterfinden;zurechtfinden;hinfinden;hineinfinden;hindurchfinden;hinausfinden;hinauffinden;rausfinden;auffinden;herfinden;zueinanderfinden;wiederfinden;heimfinden;vorfinden;fortfinden;einfinden;stattfinden;abfinden;zusammenfinden,3,,2026-05-18,2026-05-18
659397099,wenigstens,"…gut, weil jetzt ja wenigstens ein bisschen mehr Väter…",,0,0,noun;adverb,2,,2026-05-18,2026-05-18
659397112,bisschen,"…jetzt ja wenigstens ein bisschen mehr Väter zu Hause…",,0,0,noun;adjective,3,,2026-05-18,2026-05-18
659397122,mehr,"…ja wenigstens ein bisschen mehr Väter zu Hause bleiben…",,0,0,pronoun;adverb,3,,2026-05-18,2026-05-18
659397144,bleiben,"…mehr Väter zu Hause bleiben als früher.",,0,0,verb;präsens;noun;wir;adverb;zurückbleiben;fortbleiben;beibleiben;übrigbleiben;ausbleiben;aufbleiben;sitzenbleiben;abbleiben,3,,2026-05-18,2026-05-18
659397159,früher,"…zu Hause bleiben als früher.",,0,0,adjective;adverb,3,,2026-05-18,2026-05-18
659397228,babys,"Und den Babys ist es doch egal,…",,0,0,noun,0,,2026-05-18,2026-05-18
659397264,egal,"…Babys ist es doch egal, ob Mama oder Papa…",,0,0,adjective;adverb,2,,2026-05-18,2026-05-18
659397302,mama,"…es doch egal, ob Mama oder Papa da ist.",,0,0,noun,2,,2026-05-18,2026-05-18
659397541,interessiert,"Babys interessiert vor allem, dass es…",,0,0,verb;präsens;noun;adjective;er/sie/es;interessieren,2,,2026-05-18,2026-05-18
659397688,spielt,"…dass jemand mit ihnen spielt.",,0,0,verb;präsens;noun;er/sie/es;spielen;herunterspielen;einspielen;vorspielen;aufspielen;mitspielen;hineinspielen;abspielen;anspielen,2,,2026-05-18,2026-05-18
659397721,essen,"…dass es etwas zu essen gibt und dass jemand…",,0,0,verb;präsens;noun;ich;perfekt;wir;adverb;hartzen;aufessen;fotzen,3,,2026-05-18,2026-05-18
659397907,"vor allem","Babys interessiert vor allem, dass es etwas zu…",,0,0,,0,,2026-05-18,2026-05-18
659397969,vor,"Babys interessiert vor allem, dass es etwas…",,0,0,preposition;noun,3,,2026-05-18,2026-05-18
659397990,allem,"Babys interessiert vor allem, dass es etwas zu…",,0,0,pronoun;noun,3,,2026-05-18,2026-05-18
659398060,etwas,"…vor allem, dass es etwas zu essen gibt und…",,1,0,pronoun;adverb,3,,2026-05-18,2026-05-18
659398144,vieles,"Väter machen natürlich vieles anders als Mütter, aber…",,0,0,adjective;adverb,2,,2026-05-18,2026-05-18
659398160,anders,"Väter machen natürlich vieles anders als Mütter, aber sicher…",,0,0,adjective;adverb,3,,2026-05-18,2026-05-18
659398196,schlechter,"…Mütter, aber sicher nicht schlechter.",,0,0,adjective,1,,2026-05-18,2026-05-18
659398278,irgendwie,"Irgendwie finde ich diese modernen…",,0,0,adjective;adverb,3,,2026-05-18,2026-05-18
659398335,diese,"Irgendwie finde ich diese modernen Väter schon bewundernswert,…",,0,0,pronoun,3,,2026-05-18,2026-05-18
659398378,modernen,"Irgendwie finde ich diese modernen Väter schon bewundernswert, die…",,1,0,noun;adjective,2,,2026-05-18,2026-05-18
659398464,bewundernswert,"…diese modernen Väter schon bewundernswert, die zu Hause bleiben…",,0,0,noun,0,,2026-05-18,2026-05-18
659398488,kind,"…Hause bleiben und das Kind wickeln und füttern.",,0,0,noun,3,,2026-05-18,2026-05-18
659398514,wickeln,"…bleiben und das Kind wickeln und füttern.",,0,0,verb;präsens;noun;wir;auswickeln;einwickeln;aufwickeln;abwickeln,0,,2026-05-18,2026-05-18
659398538,füttern,"…das Kind wickeln und füttern.",,0,0,verb;präsens;noun;wir,0,,2026-05-18,2026-05-18
659398857,kleidung,"…man einem Baby saubere Kleidung anzieht.",,0,0,noun,2,,2026-05-18,2026-05-18
659398864,saubere,"…wie man einem Baby saubere Kleidung anzieht.",,0,0,adjective,0,,2026-05-18,2026-05-18
659398881,anzieht,"…einem Baby saubere Kleidung anzieht.",,0,0,,0,,2026-05-18,2026-05-18
659398938,man,"…Vater wusste nicht, wie man einem Baby saubere Kleidung…",,0,0,pronoun;noun,3,,2026-05-18,2026-05-18
659398996,glaube,"Aber ich glaube doch, ein Baby braucht…",,0,0,verb;präsens;noun;ich;adjective;glauben,3,,2026-05-18,2026-05-18
659399055,braucht,"…glaube doch, ein Baby braucht wenigstens in den ersten…",,0,0,verb;präsens;noun;adverb;er/sie/es;brauchen;aufbrauchen,3,,2026-05-18,2026-05-18
659399064,ersten,"…braucht wenigstens in den ersten zwölf Monaten ganz intensiv…",,0,0,verb;präsens;noun;adjective;wir;podcasten;ballasten;fisten;festen;casten;osten,3,,2026-05-18,2026-05-18
659399074,monaten,"…in den ersten zwölf Monaten ganz intensiv die Mutter.",,0,0,noun,3,,2026-05-18,2026-05-18
659399110,intensiv,"…ersten zwölf Monaten ganz intensiv die Mutter.",,0,0,adjective;adverb,1,,2026-05-18,2026-05-18
659758790,test,"Deutsch-Test für Zuwanderer. Hören, Teil1.",,0,0,noun,2,,2026-05-18,2026-05-18
659758826,zuwanderer,"Deutsch-Test für Zuwanderer. Hören, Teil1.",,0,0,noun,0,,2026-05-18,2026-05-18
659758869,teil,"…Test für Zuwanderer. Hören, Teil1.",,3,3,noun;adverb,3,,2026-05-18,2026-05-18
659758964,ansagen,"Sie hören vier Ansagen.",,0,0,verb;futur;noun;ich,0,,2026-05-18,2026-05-18
659759031,jeder,"Zu jeder Ansage gibt es eine…",,0,0,pronoun;noun,3,,2026-05-18,2026-05-18
659759066,ansage,"Zu jeder Ansage gibt es eine Aufgabe.",,1,0,noun,0,,2026-05-18,2026-05-18
659759227,welche,"Welche Lösung, A, B oder…",,0,0,pronoun;noun,3,,2026-05-18,2026-05-18
659759234,lösung,"Welche Lösung, A, B oder C,…",,0,0,noun,2,,2026-05-18,2026-05-18
659759369,antwortbogen,"…bis 4 auf dem Antwortbogen.",,3,0,,0,,2026-05-18,2026-05-18
659759509,willkommen,"Herzlich willkommen bei InterFast.",,0,0,noun;adjective,2,,2026-05-18,2026-05-18
659759522,herzlich,"Herzlich willkommen bei InterFast.",,0,0,adjective;adverb,2,,2026-05-18,2026-05-18
659759578,interfast,"Herzlich willkommen bei InterFast.",,0,0,,0,,2026-05-18,2026-05-18
659759771,rechnungen,"Geht es um Ihre Rechnungen?",,0,0,noun,0,,2026-05-18,2026-05-18
659759899,drücken,"Dann drücken Sie bitte die1.",,0,0,verb;präsens;noun;wir;ausdrücken;draufdrücken;unterdrücken;wegdrücken;abdrücken;zusammendrücken,1,,2026-05-18,2026-05-18
659759964,kabelfernsehen,"…ein Problem mit Ihrem Kabelfernsehen?",,0,0,noun,0,,2026-05-18,2026-05-18
659760161,störung,"Gibt es eine Störung mit Ihrem Internetanschluss?",,0,0,noun,1,,2026-05-18,2026-05-18
659760204,internetanschluss,"…eine Störung mit Ihrem Internetanschluss?",,0,0,noun,0,,2026-05-18,2026-05-18
659760304,anderen,"Für alle anderen Anliegen oder Fragen bleiben…",,1,0,pronoun;adjective,3,,2026-05-18,2026-05-18
659760390,anliegen,"Für alle anderen Anliegen oder Fragen bleiben Sie…",,1,0,noun,1,,2026-05-18,2026-05-18
659760459,leitung,"…Sie bitte in der Leitung.",,0,0,noun,1,,2026-05-18,2026-05-18
659760797,möglich,"…Anliegen so schnell wie möglich bearbeiten zu können, halten…",,0,0,adjective;adverb,3,,2026-05-18,2026-05-18
659760837,bearbeiten,"…so schnell wie möglich bearbeiten zu können, halten Sie…",,1,0,verb;präsens;noun;wir,3,,2026-05-18,2026-05-18
659760920,um,"Um Ihr Anliegen so schnell…",,0,0,preposition;noun,3,,2026-05-18,2026-05-18
659760974,kundennummer,"…halten Sie bitte Ihre Kundennummer bereit.",,0,0,,0,,2026-05-18,2026-05-18
659760995,bereit,"…Sie bitte Ihre Kundennummer bereit.",,0,0,adjective;adverb,3,,2026-05-18,2026-05-18
659761355,verbinden,"Mein Handy ist mit dem WLAN verbunden.","kết nối",0,0,wortart:verb;level:b1;thema:technologie;voc:voc-20260518-024,1,,2026-05-18,2026-05-18
659761418,freien,"…Sie mit dem nächsten freien Mitarbeiter.",,0,0,verb;präsens;noun;adjective;wir,2,,2026-05-18,2026-05-18
659764020,fahrgäste,"Sehr geehrte Fahrgäste, bitte beachten Sie ICE…",,0,0,noun,0,,2026-05-18,2026-05-18
659764072,beachten,"Sehr geehrte Fahrgäste, bitte beachten Sie ICE 337 aus…",,0,0,verb;präsens;noun;adjective;wir,1,,2026-05-18,2026-05-18
659764693,hamburg,"…Sie ICE 337 aus Hamburg nach Frankfurt.",,0,0,noun,2,,2026-05-18,2026-05-18
659764712,frankfurt,"…337 aus Hamburg nach Frankfurt.",,0,0,noun,2,,2026-05-18,2026-05-18
659764739,ice,"…Fahrgäste, bitte beachten Sie ICE 337 aus Hamburg nach…",,0,0,noun,0,,2026-05-18,2026-05-18
659799412,deutschtest,,,0,0,,0,,2026-05-18,2026-05-18
660229785,projektleiterin,"Engin. Ich bin die Projektleiterin im Bereich Pflege an",,0,0,,0,,2026-05-18,2026-05-18
660229830,bereich,"bin die Projektleiterin im Bereich Pflege an der PSA",,0,0,,2,,2026-05-18,2026-05-18
660229847,pflege,"die Projektleiterin im Bereich Pflege an der PSA-Akademie",,0,0,,1,,2026-05-18,2026-05-18
660229868,beginnen,"Sie beginnen ja nächste Woche bei",,1,0,,2,,2026-05-18,2026-05-18
660230543,hauptbahnhof,"Flughafen fahren bis Frankfurt Hauptbahnhof und steigen dort in",,0,0,,0,,2026-05-18,2026-05-18
660230565,fahren,"Fahrgäste zum Flughafen fahren bis Frankfurt Hauptbahnhof und",,0,0,,3,,2026-05-18,2026-05-18
660230794,steigen,"bis Frankfurt Hauptbahnhof und steigen dort in die S",,0,0,,2,,2026-05-18,2026-05-18
660230809,dort,"Frankfurt Hauptbahnhof und steigen dort in die S-Bahn",,0,0,,3,,2026-05-18,2026-05-18
660230851,bahn,"dort in die S-Bahn um",,0,0,,2,,2026-05-18,2026-05-18
660230947,kursleiter,"Der Kursleiter hat mich gebeten, alle",,0,0,,0,,2026-05-18,2026-05-18
660230990,kursteilnehmer,,,0,0,,0,,2026-05-18,2026-05-18
660231057,computerkenntnissen,"Kursteilnehmer*innen nach ihren Computerkenntnissen zu fragen",,0,0,,0,,2026-05-18,2026-05-18
660234344,paar,,,0,0,,3,,2026-05-18,2026-05-18
660234382,elemente,,,0,0,,1,,2026-05-18,2026-05-18
660234384,digitale,,,0,0,,0,,2026-05-18,2026-05-18
660234397,schulung,"digitale Elemente in die Schulung einbauen",,0,0,,0,,2026-05-18,2026-05-18
660234401,einbauen,"Elemente in die Schulung einbauen",,0,0,,0,,2026-05-18,2026-05-18
660234473,auskennen,,,0,0,,0,,2026-05-18,2026-05-18
660234501,damit,"sich die Kursteilnehmer*innen damit auskennen",,0,0,,3,,2026-05-18,2026-05-18
660234564,zurückrufen,,,0,0,,0,,2026-05-18,2026-05-18
660234630,kunden,,,0,0,,3,,2026-05-18,2026-05-18
660234634,kundinnen,,,0,0,,0,,2026-05-18,2026-05-18
660234640,verehrte,"Verehrte Kundinnen und Kunden! Wir",,0,0,,0,,2026-05-18,2026-05-18
660234713,dürfen,,,0,0,,3,,2026-05-18,2026-05-18
660234719,begrüßen,,,0,0,,1,,2026-05-18,2026-05-18
660234724,untergeschoss,,,0,0,,0,,2026-05-18,2026-05-18
660234727,lebensmittelparadies,,,0,0,,0,,2026-05-18,2026-05-18
660234732,unserem,,,0,0,,2,,2026-05-18,2026-05-18
660234745,freuen,,,0,0,,2,,2026-05-18,2026-05-18
660234835,wieder,"freuen uns, Sie heute wieder in unserem Lebensmittelparadies im",,0,0,,3,,2026-05-18,2026-05-18
660234947,neueröffnung,,,0,0,,0,,2026-05-18,2026-05-18
660923839,sprechen,"DTZ Sprechen Teil 2- A",,3,3,verb;präsens;noun;ansprechen;wir;absprechen;widersprechen;heiligsprechen;nachsprechen;zusprechen;aussprechen;freisprechen,3,,2026-05-18,2026-05-18
660923913,bildbeschreibung,"…Lösung zur Bildbeschreibung– Bildbeschreibung für die Prüfung",,0,0,,0,,2026-05-18,2026-05-18
660923957,prüfung,"…Bildbeschreibung– Bildbeschreibung für die Prüfung",,0,0,noun,2,,2026-05-18,2026-05-18
660924008,beschreiben,"Beschreiben Sie das Bild(1 Minute)",,0,0,verb;präsens;wir,2,,2026-05-18,2026-05-18
660924035,bild,"…Beschreiben Sie das Bild(1 Minute)",,0,0,noun,3,,2026-05-18,2026-05-18
660924240,sieht,"Auf dem Bild sieht man einen jungen Mann,…",,0,0,aussehen;verb;präsens;noun;sehen;ansehen;wiedersehen;er/sie/es;vorsehen;wegsehen;vorhersehen;voraussehen;umsehen;übersehen;schwarzsehen;hinwegsehen;zusehen;erhausen;einsehen;aufsehen;fernsehen;absehen,3,,2026-05-18,2026-05-18
660924313,jungen,"…Bild sieht man einen jungen Mann, der auf einem…",,0,0,noun;adjective,3,,2026-05-18,2026-05-18
660924367,sofa,"…Mann, der auf einem Sofa sitzt und mit einem…",,0,0,noun,1,,2026-05-18,2026-05-18
660924381,sitzt,"…der auf einem Sofa sitzt und mit einem Laptop…",,0,0,verb;präsens;noun;du;sitzen;aussitzen;aufsitzen,2,,2026-05-18,2026-05-18
660924958,laptop,"…sitzt und mit einem Laptop einkauft.",,0,0,noun,0,,2026-05-18,2026-05-18
660924963,einkauft,"…und mit einem Laptop einkauft.",,0,0,noun,0,,2026-05-18,2026-05-18
660925268,trägt,"Er trägt ein kariertes Hemd und…",,0,0,verb;präsens;noun;er/sie/es;beitragen;vortragen;zutragen;auftragen;tragen;austragen;eintragen;abtragen,2,,2026-05-18,2026-05-18
660925320,kariertes,"Er trägt ein kariertes Hemd und eine Armbanduhr.",,0,0,,0,,2026-05-18,2026-05-18
660925353,hemd,"Er trägt ein kariertes Hemd und eine Armbanduhr.",,0,0,noun,1,,2026-05-18,2026-05-18
660925377,armbanduhr,"…kariertes Hemd und eine Armbanduhr.",,0,0,noun,0,,2026-05-18,2026-05-18
660925784,bildschirm,"Der Bildschirm seines Laptops zeigt eine…",,0,0,noun,1,,2026-05-18,2026-05-18
660925827,seines,"Der Bildschirm seines Laptops zeigt eine Online-…",,0,0,pronoun;adjective,3,,2026-05-18,2026-05-18
660925839,laptops,"Der Bildschirm seines Laptops zeigt eine Online-Shop-…",,0,0,noun,0,,2026-05-18,2026-05-18
660925843,zeigt,"Der Bildschirm seines Laptops zeigt eine Online-Shop-Seite,…",,0,0,verb;präsens;noun;er/sie/es;zeigen;vorzeigen;herumzeigen;aufzeigen;anzeigen,3,,2026-05-18,2026-05-18
660925956,seite,"…zeigt eine Online-Shop-Seite, auf der er anscheinend…",,0,0,noun,3,,2026-05-18,2026-05-18
660925977,shop,"…Laptops zeigt eine Online-Shop-Seite, auf der er…",,0,0,noun,0,,2026-05-18,2026-05-18
660925984,online,"…seines Laptops zeigt eine Online-Shop-Seite, auf der…",,0,0,noun;adjective,3,,2026-05-18,2026-05-18
660925999,anscheinend,"…Seite, auf der er anscheinend Kleidung anschaut.",,0,0,adverb,1,,2026-05-18,2026-05-18
660926099,anschaut,"…der er anscheinend Kleidung anschaut.",,0,0,adjective;adverb,0,,2026-05-18,2026-05-18
660926332,hintergrund,"Im Hintergrund sieht man eine gemütliche…",,0,0,noun,2,,2026-05-18,2026-05-18
660926470,gemütliche,"…Hintergrund sieht man eine gemütliche Wohnung mit Holzboden und…",,0,0,noun;adjective,0,,2026-05-18,2026-05-18
660926491,wohnung,"…sieht man eine gemütliche Wohnung mit Holzboden und einer…",,0,0,noun,3,,2026-05-18,2026-05-18
660926534,holzboden,"…eine gemütliche Wohnung mit Holzboden und einer Pflanze.",,0,0,noun,0,,2026-05-18,2026-05-18
660926572,pflanze,"…mit Holzboden und einer Pflanze.",,0,0,verb;präsens;noun;pflanzen;ich;anpflanzen;aufpflanzen;fortpflanzen,1,,2026-05-18,2026-05-18
660926640,atmosphäre,"Die Atmosphäre wirkt entspannt.",,0,0,noun,1,,2026-05-18,2026-05-18
660926708,entspannt,"Die Atmosphäre wirkt entspannt.",,0,0,verb;präsens;noun;adjective;entspannen;er/sie/es,1,,2026-05-18,2026-05-18
660926713,wirkt,"Die Atmosphäre wirkt entspannt.",,0,0,verb;präsens;noun;er/sie/es;wirken;einwirken;mitwirken;entgegenwirken;auswirken,2,,2026-05-18,2026-05-18
660926805,scheint,"Es scheint, als ob die Person…",,0,0,verb;präsens;noun;er/sie/es;aufscheinen;scheinen,3,,2026-05-18,2026-05-18
660926857,person,"…scheint, als ob die Person sich Zeit nimmt, um…",,0,0,noun,3,,2026-05-18,2026-05-18
660926864,sich,"…als ob die Person sich Zeit nimmt, um in…",,0,0,verb;pronoun;indikativ;noun;ich;präteritum;seichen,3,,2026-05-18,2026-05-18
660926927,ruhe,"…Zeit nimmt, um in Ruhe online einzukaufen.",,0,0,verb;präsens;noun;ich;ruhen;ausruhen,3,,2026-05-18,2026-05-18
660926952,einzukaufen,"…um in Ruhe online einzukaufen.",,0,0,,0,,2026-05-18,2026-05-18
660927101,äußern,"…Vermutungen äußern",,0,0,verb;präsens;noun;wir;äussern,1,,2026-05-18,2026-05-18
660927267,kauft,"Vielleicht kauft der Mann gerade ein…",,0,0,einkaufen;verb;präsens;noun;er/sie/es;kaufen;abkaufen;käufen,1,,2026-05-18,2026-05-18
660927309,neues,"…der Mann gerade ein neues Hemd oder vergleicht Preise.",,0,0,noun;adjective,3,,2026-05-18,2026-05-18
660927348,vergleicht,"…ein neues Hemd oder vergleicht Preise.",,0,0,vergleichen;verb;präsens;er/sie/es,0,,2026-05-18,2026-05-18
660927369,preise,"…neues Hemd oder vergleicht Preise.",,0,0,verb;präsens;noun;ich;lobpreisen;einpreisen;preisen,2,,2026-05-18,2026-05-18
660927515,könnte,"Es könnte sein, dass er gerne…",,0,0,verb;können;noun;ich;konjunktiv;präteritum;fortkönnen,3,,2026-05-18,2026-05-18
660927577,bequem,"…online einkauft, weil es bequem ist und er nicht…",,0,0,adjective;adverb,1,,2026-05-18,2026-05-18
660927772,gehen,"…nicht in ein Geschäft gehen muss.",,0,0,ausgehen;verb;präsens;noun;umgehen;zurückgehen;wir;adverb;hingehen;abgehen;hinausgehen;heraufgehen;weitergehen;aufgehen;weggehen;hindurchgehen;losgehen;hineingehen;beigen;sichergehen;übergehen;draufgehen;durchgehen;eingehen;einhergehen;angehen;untergehen;fortgehen;hergehen;zugehen;fremdgehen;hervorgehen;vorhergehen;vorgehen;vorübergehen;mitgehen;nachgehen;vorausgehen,3,,2026-05-18,2026-05-18
660927859,möglicherweise,"Möglicherweise sucht er nach einem…",,0,0,adjective;adverb,2,,2026-05-18,2026-05-18
660927919,speziellen,"…sucht er nach einem speziellen Angebot oder einem Rabatt.",,0,0,noun;adjective,1,,2026-05-18,2026-05-18
660927961,angebot,"…er nach einem speziellen Angebot oder einem Rabatt.",,0,0,noun,2,,2026-05-18,2026-05-18
660927989,rabatt,"…speziellen Angebot oder einem Rabatt.",,0,0,noun,0,,2026-05-18,2026-05-18
660928154,bestellt,"…in diesem Online-Shop bestellt und gute Erfahrungen gemacht.",,0,0,verb;präsens;noun;adjective;er/sie/es;bestellen;umbestellen;abbestellen,1,,2026-05-18,2026-05-18
660928335,weiterer,"Ein weiterer Gedanke ist, dass er…",,0,0,adjective,2,,2026-05-18,2026-05-18
660928340,gedanke,"Ein weiterer Gedanke ist, dass er sich…",,0,0,noun,2,,2026-05-18,2026-05-18
660928392,mode,"…dass er sich für Mode interessiert und regelmäßig Kleidung…",,0,0,noun,1,,2026-05-18,2026-05-18
660928444,regelmäßig,"…für Mode interessiert und regelmäßig Kleidung online bestellt.",,0,0,adjective;adverb,2,,2026-05-18,2026-05-18
660928605,jemanden,"…er ein Geschenk für jemanden sucht.",,0,0,pronoun;noun,3,,2026-05-18,2026-05-18
660928676,persönliche,"Persönliche Erfahrungen",,0,0,noun;adjective,2,,2026-05-18,2026-05-18
660928739,persönlich,"Ich persönlich kaufe auch oft online…",,0,0,adjective;adverb,2,,2026-05-18,2026-05-18
660930374,oft,"Ich persönlich kaufe auch oft online ein, besonders Kleidung…",,0,0,adjective;adverb,3,,2026-05-18,2026-05-18
660930390,elektronik,"…ein, besonders Kleidung und Elektronik.",,0,0,,0,,2026-05-18,2026-05-18
660930412,besonders,"…auch oft online ein, besonders Kleidung und Elektronik.",,0,0,adjective;adverb,3,,2026-05-18,2026-05-18
660930454,praktisch,"Es ist praktisch, weil man viele Produkte…",,0,0,adjective;adverb,2,,2026-05-18,2026-05-18
660930489,produkte,"…praktisch, weil man viele Produkte vergleichen kann, ohne das…",,0,0,noun,2,,2026-05-18,2026-05-18
660930506,vergleichen,"…weil man viele Produkte vergleichen kann, ohne das Haus…",,0,0,verb;präsens;noun;wir,1,,2026-05-18,2026-05-18
660930530,ohne,"…viele Produkte vergleichen kann, ohne das Haus zu verlassen.",,0,0,preposition;adverb,3,,2026-05-18,2026-05-18
660930543,haus,"…vergleichen kann, ohne das Haus zu verlassen.",,1,0,noun,3,,2026-05-18,2026-05-18
660930552,verlassen,"…ohne das Haus zu verlassen.",,0,0,verb;präsens;noun;adjective;wir,3,,2026-05-18,2026-05-18
660930610,jacke,"Einmal habe ich eine Jacke online bestellt, aber sie…",,0,0,noun,1,,2026-05-18,2026-05-18
660930635,groß,"…aber sie war zu groß.",,0,0,noun;adjective,3,,2026-05-18,2026-05-18
660930727,gezeigt,"Das hat mir gezeigt, dass man beim Online-…",,0,0,adjective,2,,2026-05-18,2026-05-18
660930787,beim,"…mir gezeigt, dass man beim Online-Shopping immer die…",,0,0,preposition;adjective,3,,2026-05-18,2026-05-18
660930812,shopping,"…dass man beim Online-Shopping immer die Größenangaben genau…",,0,0,noun,0,,2026-05-18,2026-05-18
660930826,größenangaben,"…Online-Shopping immer die Größenangaben genau prüfen sollte.",,0,0,,0,,2026-05-18,2026-05-18
660930859,prüfen,"…immer die Größenangaben genau prüfen sollte.",,0,0,verb;präsens;noun;wir;nachprüfen,1,,2026-05-18,2026-05-18
660931200,trotzdem,"Trotzdem finde ich es sehr…",,0,0,adjective;adverb,3,,2026-05-18,2026-05-18
660931352,sachen,"…bequem, weil man die Sachen einfach zurückschicken kann, wenn…",,0,0,noun,3,,2026-05-18,2026-05-18
660931393,zurückschicken,"…man die Sachen einfach zurückschicken kann, wenn sie nicht…",,0,0,verb;futur;noun;ich,0,,2026-05-18,2026-05-18
660931442,passen,"…kann, wenn sie nicht passen.",,0,0,verb;präsens;noun;anpassen;wir;aufpassen,1,,2026-05-18,2026-05-18
660931595,manchmal,"Manchmal bevorzuge ich aber auch,…",,0,0,adjective;adverb,3,,2026-05-18,2026-05-18
660931727,bevorzuge,"Manchmal bevorzuge ich aber auch, in…",,0,0,verb;präsens;ich;bevorzugen,0,,2026-05-18,2026-05-18
660931769,anzuprobieren,"…gehen, um die Kleidung anzuprobieren.",,0,0,,0,,2026-05-18,2026-05-18
660931827,hängt,"Es hängt davon ab, was ich…",,0,0,verb;präsens;noun;hängen;abhängen;er/sie/es;durchhängen;zusammenhängen;aufhängen,2,,2026-05-18,2026-05-18
660931875,davon,"Es hängt davon ab, was ich kaufen…",,0,0,adjective;adverb,3,,2026-05-18,2026-05-18
660931895,ab,"Es hängt davon ab, was ich kaufen möchte.",,0,0,preposition;noun,3,,2026-05-18,2026-05-18
660931902,kaufen,"…davon ab, was ich kaufen möchte.",,0,0,einkaufen;verb;präsens;noun;wir;abkaufen;käufen,2,,2026-05-18,2026-05-18
660932070,beliebt,"…ist Online-Shopping sehr beliebt.",,0,0,adjective,1,,2026-05-18,2026-05-18
660932157,bestellen,"Viele Menschen bestellen Kleidung, Elektronik und sogar…",,0,0,verb;präsens;wir;umbestellen;abbestellen,1,,2026-05-18,2026-05-18
